,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
534,There are around 300 apples in the bin., There are a lot of apples in the bin.,"[-2.9752777  -4.024806    0.7374897  ... -0.86010456 -1.1280993
 -0.72605443]","[-1.5304168  -2.0388875  -0.04455407 ... -1.6766298  -0.6340935
 -1.0528203 ]"
535,I ate nearly 30 slices of bread., I ate a large amount of bread.,"[-2.982875   -0.4827942   1.8150499  ... -1.1448755   0.15050647
  2.2067041 ]",[-2.3301494  1.4547353  2.251196  ... -1.1817427  0.5735494  1.9863343]
536,She drank close to 35 cups of tea., She drank a lot of tea.,[-1.9359906  0.5799186  3.3909876 ... -0.9006279  1.8099939  4.3061504],"[-1.4772408   2.2656198   3.5739484  ... -2.5396533   0.76609707
  3.9856288 ]"
537,He wrote over 60 songs., He wrote numerous songs.,"[-1.3971807  -0.5699605  -0.92288375 ... -1.9435853   2.1710954
  1.2531805 ]",[-0.8966082  2.8621223 -1.4269749 ... -1.9481531  2.355751   1.578669 ]
538,There were approximately 150 birds singing., Many birds were singing.,"[-3.3349304  -2.0299106   0.41686606 ... -1.4756873  -0.9010326
  1.2803199 ]","[-1.3577664   0.8880396   1.0635846  ... -1.9136362  -0.30097422
  1.5538945 ]"
539,I have more than 25 cats., I have a large number of cats.,"[-1.6089537  -3.2735481   0.8168749  ... -0.9035157  -0.75088596
  2.1299498 ]","[ 0.11582384 -1.8320861   0.93594396 ... -0.4005334  -1.5611211
  1.6723175 ]"
540,She bought about 40 pairs of socks., She bought many pairs of socks.,"[-0.9444779   0.51720965  2.3727837  ... -1.0622027  -1.698184
  1.7818714 ]","[ 0.24190848  1.3435408   2.8052564  ... -1.70134    -1.9847437
  1.4778156 ]"
541,He read at least 20 chapters., He read a good portion of the book.,"[-2.6338224  -0.91171277  0.43101093 ...  0.45785585  1.0836023
  4.201856  ]","[-1.904096   -0.4439241  -0.75789404 ... -0.2722591   1.4039934
  3.6570044 ]"
542,There are more than 250 fish in the aquarium., The aquarium is full of fish.,"[-3.4038713  -2.628171    0.5307845  ...  0.08807111 -0.1064241
  0.78759354]","[-2.7903028  -0.11439092  2.9496694  ...  0.7648539  -1.8163567
  2.5396645 ]"
543,I ate over 50 bowls of soup., I ate a huge amount of soup.,"[-1.7923216  -1.716299    0.7061054  ... -2.49688     0.09314288
  3.317842  ]","[-2.2641299   1.3385333   2.1641736  ... -1.6256362   0.26376036
  2.2943    ]"
544,She drank approximately 50 bottles of water., She drank a vast quantity of water.,"[-2.2112174   1.875713    3.4545715  ... -1.049113    0.74556243
  3.084524  ]",[-2.6115923  3.343401   2.7825227 ... -2.0577211  1.2748967  3.171523 ]
545,He wrote around 70 essays., He wrote numerous essays.,"[-1.8398209  -1.3994681   0.47308332 ... -1.4253778   1.4843696
  0.32374927]","[-1.4043745   2.8036752  -0.77150965 ... -2.4924793   1.9755437
  1.7546183 ]"
546,There are at least 350 houses in this town., There are many houses in this town.,[-2.5346503 -5.338572   1.1456239 ...  0.2632143 -1.6356282  1.818871 ],"[-2.1913004  -4.042107    1.5224061  ...  0.49003208 -1.8941547
  2.565567  ]"
547,I have more than 40 cats., I have a lot of cats.,[-1.6518512 -3.3314989  0.6683413 ... -1.2255712 -0.786155   1.8797631],"[ 0.22019267 -1.482166    0.638379   ... -0.67823017 -1.2694267
  1.7816306 ]"
548,She bought about 30 pairs of pants., She bought several pairs of pants.,"[-0.46754488  0.5817919   1.8284975  ... -0.9891473  -1.6871138
  2.1145093 ]","[ 0.47166124 -0.21823953  1.8801314  ... -1.2098215  -2.0990345
  1.8739064 ]"
549,He read over 50 novels., He read many novels.,"[-2.5090356  -0.65971684  0.29474825 ... -0.799098    1.2520493
  3.1539755 ]",[-3.2583942  2.4162169  0.404327  ... -1.133342   1.5665454  3.5285153]
550,There are approximately 700 books on the shelf., There are a large number of books on the shelf.,"[-4.819402   -2.8020718   0.4515071  ...  0.92095774 -0.6181003
  1.4569315 ]","[-4.0914536  -2.3253107   1.1762223  ... -0.46195823 -0.34071648
  2.2156005 ]"
551,The team scored over 15 goals., The team scored many goals.,"[ 1.255938   -1.301084   -0.54384327 ... -3.4865344  -3.3675027
  6.2372875 ]",[ 2.1244922  1.375748  -0.5513472 ... -3.659395  -3.6315594  5.825854 ]
552,The chef prepared more than 70 dishes., The chef prepared a huge number of dishes.,"[-1.0246524  -0.1878038   0.5335776  ... -1.0740331  -2.5140514
 -0.00717279]",[-1.681268   0.7868708  1.4148039 ... -1.7200968 -0.8651428  1.7373184]
553,The store sold at least 150 shirts., The store sold many shirts.,"[-1.9235889  -5.1653      2.0705328  ...  0.52093434 -3.0385559
  0.782403  ]","[-0.34507927 -1.4594206   3.281953   ... -0.43979862 -2.4891489
  1.4776589 ]"
554,The garden contains approximately 50 roses., The garden has numerous roses.,"[-1.2157899  -2.8465915  -0.08127808 ...  0.11724787 -2.8571482
  2.017665  ]","[ 1.3221964  -1.8098291  -0.28217548 ...  0.5270249  -2.496763
  2.7454765 ]"
555,The library has over 10000 books., The library houses a vast collection of books.,"[-3.3478305  -3.7939663   0.5541249  ... -0.35814264 -2.3716667
  3.7500427 ]",[-2.5468187 -1.4999107  1.8738545 ... -0.3636854  1.2427573  2.245303 ]
556,The artist painted more than 80 pictures., The artist created many paintings.,"[-1.6826155  -3.2036636   1.841697   ... -1.7238991  -0.05484854
 -1.0327519 ]","[-1.0506824  -0.20334594  0.69765306 ... -1.8806075   0.39599013
  0.7119518 ]"
557,The farmer harvested over 500 bushels of wheat., The farmer had a very abundant harvest.,"[-4.9803295   1.6878178   0.8577619  ... -3.1676607  -2.616664
 -0.86618745]","[-0.39992085  1.6371465   1.0007995  ... -1.5322697   0.02455783
  2.640101  ]"
558,The teacher assigned approximately 50 problems., The teacher assigned many problems.,"[-2.1362584  -1.7951058   2.5337324  ... -0.89715457 -0.5570414
  1.9372591 ]",[-1.479128   0.6393427  2.8851664 ... -1.9775974 -0.4047453  1.7268357]
559,The student answered at least 30 questions correctly., The student answered many questions correctly.,"[-2.2597456   2.3962145  -0.67878205 ... -1.822601   -1.0579917
  1.5316395 ]","[-1.3864509   3.7821443   0.20720212 ... -1.6809863  -0.89562804
  1.5064005 ]"
560,The musician played over 70 songs., The musician played numerous songs.,"[-0.8527073  -0.7133391  -1.6615107  ... -0.9663617   0.75274646
  0.8676255 ]","[-0.8981212   1.2153766  -1.3354353  ... -1.6216804   0.29291782
  0.97868156]"
561,The company hired approximately 250 employees., The company hired a significant number of employees.,"[-0.7260649  -0.8495533   1.3894018  ...  0.734514   -0.57803696
  2.1191669 ]","[-0.42877585  1.4928515   1.2287719  ...  0.32756725 -0.6121616
  2.4071643 ]"
562,The author wrote around 15 chapters., The author wrote several chapters.,[-0.555406  -2.8426595  1.6798443 ... -1.2236624  0.4472971  1.1231595],[ 0.7101614 -1.9042295  0.4178494 ... -1.7827978  1.1608295  1.6214818]
563,The scientist conducted more than 60 experiments., The scientist conducted many experiments.,"[-1.089319    1.077661    2.0519638  ... -0.36801347 -2.3529286
  0.3923481 ]","[-1.044253    2.9367657   1.5037727  ... -0.15987875 -2.70593
  1.4216709 ]"
564,The baker sold over 300 loaves of bread., The baker sold a large quantity of bread.,"[-5.324236   -3.2451227   0.8194385  ... -1.9791353  -1.1575915
  0.76732945]","[-3.644456   -1.0749192   1.5706389  ... -2.7350988  -0.75088686
  1.5954822 ]"
565,The store had approximately 80 apples., The store had many apples.,"[-2.591838   -4.6959033   1.6793457  ...  1.3711253  -0.20015307
 -0.45385116]","[-1.830099   -2.8088734   2.9674413  ...  0.07531452 -0.79982686
 -0.7237692 ]"
566,The park contained over 500 trees., The park has a lot of trees.,"[ 0.03211977 -6.069812    1.7194068  ... -0.6875828  -0.37649015
  1.3419651 ]","[ 2.7503512  -4.1494613   0.5338515  ...  0.02170201 -0.7045804
  0.375701  ]"
567,The classroom held about 70 students., The classroom was quite full.,"[-3.855167   -3.6054776   1.7168937  ...  0.25992525 -0.6339576
  2.501749  ]",[-2.3916302 -4.295095   1.1793872 ...  0.5536104 -1.1108929  3.9609528]
568,The concert attracted more than 5000 people., The concert was extremely well-attended.,"[-2.7136753  -2.3299377   1.2507191  ... -0.13854612 -1.3607696
  2.3183482 ]","[ 0.29685864 -1.7457825   0.30809513 ... -0.56798816 -1.1387274
  3.018383  ]"
569,The museum displayed approximately 350 artifacts., The museum displayed a large number of artifacts.,"[-2.8799548  -3.6939156   0.38536173 ... -0.2591953   0.87223035
  1.2449455 ]","[-1.9733887  -2.1038008  -0.08329855 ... -1.3740897   0.4440872
  1.1853259 ]"
570,The library held over 20000 books., The library had an enormous collection of books.,"[-4.2422156  -5.214367    0.87049085 ...  0.04308029  0.69902086
  4.19721   ]","[-2.0270302  -1.3947407   1.0911707  ... -0.32295662  2.3129356
  2.101595  ]"
571,The restaurant served about 700 customers., The restaurant served many customers.,"[-0.7804927  -5.1887603   1.6686051  ... -0.09991308 -1.1495997
  2.3039327 ]",[-2.2036228 -2.6455312  1.921864  ... -1.7291158 -1.6562079  2.9285176]
572,The school enrolled over 3000 students., The school had a very large student body.,"[-2.1459453  -3.0617585   2.8748555  ... -0.76350427 -4.505797
  3.1111572 ]","[-2.4154935  -2.2039492   2.1205974  ... -0.91647124 -4.8603973
  2.5993626 ]"
573,The city had approximately 7 million residents., The city has a huge population.,[-2.83655   -1.5978304  0.6088065 ...  1.0678251 -1.3477485  2.2299995],"[-0.83395565 -0.7156226   2.4560912  ...  0.13344727 -2.338304
  1.8886956 ]"
574,The company produced over 30000 products., The company produced a massive number of products.,[-1.6363659 -0.6447816  1.2103916 ... -1.7530788 -1.362665   1.8290415],[-1.6134683  1.9583632  1.4688795 ... -2.275899  -0.2625538  1.9666667]
575,The farm raised more than 7000 chickens., The farm raised a very large flock of chickens.,"[-2.2991788  -0.22432594  1.927744   ... -2.055675   -0.17679982
  0.8560143 ]","[-2.0917442  -0.14869149  1.1037031  ... -2.813147   -0.8669305
  2.6590972 ]"
576,The tailor made 400 suits., The tailor made many suits.,"[ 0.64450574 -2.1790338   0.9544894  ... -0.04863498 -0.7567917
  1.2326974 ]","[-0.25342992  1.5629686   0.45180503 ... -1.6187857   1.1749855
  0.72451234]"
577,The factory produced around 10000 cars., The factory produced a very large number of cars.,"[-2.3497403  -1.637431    0.41419008 ... -3.0994494  -3.0078728
  1.6283578 ]","[-2.5710225   1.7158524   0.25632134 ... -2.9552236  -2.5329072
  2.2825282 ]"
578,Around 600 birds were soaring overhead., A vast number of birds were soaring overhead.,"[-2.461924   -2.0351992   2.14295    ... -0.38299093 -1.570574
  1.2407253 ]","[-1.5732218   1.231014    1.8840872  ... -0.20295203 -0.01356435
  0.1402838 ]"
579,I baked more than 70 cookies for the holiday., I baked many cookies for the holiday.,"[-2.100757   -2.8776076   0.4458944  ... -4.2339196   0.32545573
  1.9560722 ]","[-2.67602    -0.02760845  0.8102053  ... -4.9214234   1.2354286
  3.5762005 ]"
580,She has read over 90 books this year., She has read a considerable number of books this year.,"[-1.8683248  -1.4191737   0.36733073 ... -1.3596061  -1.1677235
  3.9993227 ]","[-2.3164883  -1.1224484   0.86022377 ... -1.4805274  -0.72614425
  3.4520311 ]"
581,He wrote close to 300 pages of his novel., He wrote a substantial portion of his novel.,[-2.082296  -1.8287822  0.6906986 ... -1.2932256  2.633251   1.4002955],"[-1.1185006  -0.4808517   0.34978956 ... -1.8355937   1.9087421
  0.9785926 ]"
582,More than 80 cars were parked in the lot., Numerous cars were parked in the lot.,"[-3.8334916  -3.2283878   0.46801314 ...  0.8700331  -1.6349393
  1.1936008 ]","[-4.2494736  -2.4497776  -0.01237942 ...  0.6003058  -2.1308076
  2.5454824 ]"
583,I saw at least 70 squirrels burying acorns., I saw many squirrels burying acorns.,[-1.9493178 -3.1978993  0.5551569 ... -2.7506807  0.4185819  1.7315838],"[-1.1524576   0.14428553  0.6815785  ... -3.6266332   0.36849755
  1.4679681 ]"
584,She collected nearly 180 stamps., She has an extremely extensive stamp collection.,"[-0.03029131 -0.17201005  0.15517338 ...  0.554674    1.4459726
  2.3254979 ]","[ 0.27841213  0.7213224   1.0416398  ... -0.33229575 -1.9536247
  2.2508996 ]"
585,He planted approximately 140 trees on the hillside., He planted a large number of trees on the hillside.,[-2.5019097 -1.3905647  1.1602243 ... -0.3423899 -0.6472399  1.7333045],"[-0.83977395  2.2962375   1.1575168  ... -0.32131574  0.45122278
  1.044983  ]"
586,Over 700 people attended the festival., A huge crowd attended the festival.,"[-2.907124   -4.0953493   1.536558   ...  0.29158172 -1.2388065
  2.025103  ]","[-2.532535   -0.46537226  0.62156475 ...  0.81015617 -0.6775011
  3.7508435 ]"
587,I answered at least 80 questions correctly., I answered the vast majority of the questions correctly.,"[-2.266004   -1.5547187  -0.34870058 ... -1.9345165  -0.45644408
  1.5355235 ]","[-2.8002574   1.3667773  -0.482179   ... -1.542243   -0.03272741
  1.0402892 ]"
588,She baked around 120 cupcakes., She baked a large quantity of cupcakes.,"[-2.4942544  -2.1295538   0.30376166 ... -2.1457467  -0.7197755
  2.8431058 ]","[-1.2710896   1.9154394   0.35302174 ... -3.5969045  -1.4438492
  2.964553  ]"
589,He spent over 60 hours working on the project., He devoted many hours to the project.,"[-0.64278203 -0.96386534 -0.25017595 ...  0.16451131  1.3294339
  1.8094538 ]","[-0.08507011  0.9544109  -0.4285062  ...  0.47412705  0.75202656
  1.5708776 ]"
590,There were nearly 350 stars visible tonight., Countless stars were visible tonight.,"[-4.1079936  -3.709944    0.87398875 ...  0.08074591 -0.6346605
  1.0464361 ]","[-2.3796666  -0.3731456   1.374052   ...  0.6872641  -1.392122
 -0.31249937]"
591,I bought more than 20 pairs of shoes., I bought many pairs of shoes.,[-1.3917874 -1.229874   1.4799637 ... -1.5242982 -0.0318656  2.1813872],"[-1.3373097  -0.16100934  1.7343848  ... -1.7995344  -0.93397886
  2.1193032 ]"
592,She wrote over 50 poems., She wrote a great many poems.,"[-1.3508784  -1.3654436  -0.1683372  ... -1.2649573  -0.44983602
  1.771047  ]",[-0.8059662  1.1324269  0.4070662 ... -2.091345   1.4036295  1.4780883]
593,He planted approximately 40 flowers., He planted several flowers.,"[-1.3318523   0.91593134  1.1951315  ...  0.00849397 -0.6497539
  1.7520356 ]","[ 0.2169005   3.0568945   1.2805125  ... -0.36779052 -0.62865794
  2.5371578 ]"
594,There were close to 400 students at the rally., Many students attended the rally.,"[-3.999106   -3.8853145   0.95294005 ...  0.09555048 -1.6870412
  3.4012027 ]",[-2.3817225  1.2885205  0.8137234 ...  0.608041  -3.300061   4.5081935]
595,I have 16 dogs., I have a large number of dogs.,"[-1.1464815  -3.477387    0.33439746 ... -0.49919146 -1.8146737
  1.8858248 ]","[-0.6556216  -2.0229478   0.56146634 ... -0.4430434  -1.0978222
  1.0691218 ]"
596,She read at least 70 books last year., She read many books last year.,"[-2.4332163  -1.0236548   0.86971545 ... -1.6069286  -0.8994167
  3.4694502 ]",[-2.8021111  1.2647182  1.5669625 ... -3.2939303 -1.3279792  3.4681697]
597,He wrote over 60 essays., He wrote numerous essays.,"[-1.9942313  -0.85698634 -0.4261992  ... -2.2281759   1.4758184
  1.2771739 ]","[-1.4043745   2.8036752  -0.77150965 ... -2.4924793   1.9755437
  1.7546183 ]"
598,There were approximately 400 chairs in the auditorium., There were plenty of chairs in the auditorium.,"[-5.176425   -4.8459916   0.35212025 ...  0.6432924  -0.03864618
  1.3268754 ]",[-4.22725   -5.4035993  0.650293  ...  0.5103961  1.0287702  2.6397495]
599,I ate more than 50 slices of pizza., I ate a huge amount of pizza.,"[-3.403884    0.21950102  2.2654107  ... -2.521292    0.83450025
  2.5228508 ]",[-2.7327936  1.0945381  2.2503617 ... -1.8127971  1.01187    2.3336377]
600,She drank over 40 cups of coffee., She drank a great deal of coffee.,[-2.8795576  0.2658872  3.2226548 ... -2.5218272  1.5049093  5.2421517],[-2.2553093  2.87003    3.3217244 ... -2.5413635  2.4161296  4.339889 ]
601,He spent about 75 hours working this week., He worked extremely long hours this week.,"[ 0.7592096  -1.7162099   0.5959549  ...  0.72525287  1.828353
  1.2051677 ]","[ 0.4285265  -2.0894325   0.8567092  ... -0.41822726 -0.36259907
  4.0592403 ]"
602,There are roughly 300 houses in this neighborhood., There are many houses in this neighborhood.,"[-2.640951   -6.5794806   1.3948804  ...  0.22243564 -1.3446207
  1.270018  ]","[-2.5480306  -4.4212337   1.354307   ...  0.40517598 -1.7368351
  2.060585  ]"
603,I own at least 40 pens., I have a large number of pens.,"[-0.662819   -3.206188    0.7325312  ... -1.8374114  -0.93125015
  1.94844   ]","[-0.64669967 -1.4024842   0.83349335 ... -0.5872654  -1.2792299
  1.2380536 ]"
604,She bought close to 60 dresses., She bought many dresses.,"[-0.61534905 -0.28969896  0.98224187 ... -0.54936856  1.1668828
  3.2294767 ]","[-0.06486358  1.6630752   0.33472422 ... -1.4649246  -2.2078698
  1.6978773 ]"
605,He read approximately 70 articles., He read numerous articles.,"[-1.1659298  -0.06432928  0.5726471  ... -0.8595991   1.4159935
  2.4631267 ]","[-1.3528949   1.8756033   0.48813805 ... -1.366332    1.0652498
  3.4353795 ]"
606,There are around 350 apples in the basket., There are many apples in the basket.,[-2.8214266 -3.897112   0.8341417 ... -0.9594267 -1.2662457 -1.0095798],"[-0.36824995  0.3868452   0.6239828  ... -1.6685098  -1.0587066
 -0.55565095]"
607,I ate nearly 35 slices of bread., I ate a large amount of bread.,"[-3.275205   -0.7529508   1.7945484  ... -1.4368683   0.15652111
  1.7126964 ]",[-2.3301494  1.4547353  2.251196  ... -1.1817427  0.5735494  1.9863343]
608,She drank close to 40 cups of tea., She drank a considerable amount of tea.,"[-2.0000117   0.54932714  3.3491988  ... -1.2958935   1.9653931
  4.258276  ]",[-1.5662522  1.1759701  2.9223287 ... -2.550407   1.4032221  4.3572817]
609,He wrote over 70 songs., He wrote numerous songs.,"[-1.136681   -0.8672216  -0.96667945 ... -1.835469    1.9846166
  0.86383986]",[-0.8966082  2.8621223 -1.4269749 ... -1.9481531  2.355751   1.578669 ]
610,There were approximately 180 birds singing., Many birds were singing.,"[-3.341322   -2.1679583   0.11561469 ... -1.5563904  -0.5803781
  1.1213628 ]","[-1.3577664   0.8880396   1.0635846  ... -1.9136362  -0.30097422
  1.5538945 ]"
611,I have more than 30 cats., I have a lot of cats.,"[-1.3230624  -3.322215    0.48925316 ... -1.0684247  -0.89114296
  2.2584515 ]","[ 0.22019267 -1.482166    0.638379   ... -0.67823017 -1.2694267
  1.7816306 ]"
612,She bought about 50 pairs of socks., She bought many pairs of socks.,[-1.1160612  1.1058238  2.699749  ... -0.9166139 -1.5289863  2.0327995],"[ 0.24190848  1.3435408   2.8052564  ... -1.70134    -1.9847437
  1.4778156 ]"
613,He read at least 25 chapters., He read a substantial portion of the book.,"[-2.480096   -0.9425287   0.15368289 ...  0.30536774  0.926059
  3.8226972 ]","[-1.9756805  -0.03836743 -0.3725759  ... -0.25913695  1.4467036
  2.8437903 ]"
614,There are more than 300 fish in the pond., The pond is teeming with fish.,"[-3.1390975  -2.6166873   0.3059512  ...  0.32612023 -0.2571402
  1.0872648 ]","[-0.97520846 -0.440984   -0.03091421 ...  0.9844295  -2.8995764
  2.8693874 ]"
615,I ate over 60 bowls of soup., I ate an enormous amount of soup.,[-1.3527668 -1.646455   0.4216798 ... -2.758126   0.3468113  3.4732826],[-2.2067747  2.044608   2.2733088 ... -2.2058396  0.7209884  2.4478214]
616,She drank approximately 60 bottles of water., She drank a vast quantity of water.,[-1.740097   1.8746198  3.164725  ... -1.1527624  1.0963523  3.1984677],[-2.6115923  3.343401   2.7825227 ... -2.0577211  1.2748967  3.171523 ]
617,He wrote around 80 essays., He wrote numerous essays.,"[-1.9667113  -1.4145619   0.31462306 ... -1.5878685   1.8231741
  0.506778  ]","[-1.4043745   2.8036752  -0.77150965 ... -2.4924793   1.9755437
  1.7546183 ]"
618,There are at least 400 houses in this town., There are many houses in this town.,[-2.5370302 -5.419774   1.2749432 ...  0.3955784 -1.6576837  1.9965926],"[-2.1913004  -4.042107    1.5224061  ...  0.49003208 -1.8941547
  2.565567  ]"
619,I have more than 45 cats., I have a very large number of cats.,"[-1.8019922  -3.2766423   0.6938144  ... -1.2814244  -0.84963816
  1.7856606 ]","[-0.00751837 -2.3749352   0.68264306 ... -0.04303176 -1.788108
  1.4438707 ]"
620,She bought about 35 pairs of pants., She bought several pairs of pants.,"[-0.59901136  0.56132585  1.9022682  ... -1.0865531  -1.421191
  1.5946664 ]","[ 0.47166124 -0.21823953  1.8801314  ... -1.2098215  -2.0990345
  1.8739064 ]"
621,He read over 60 novels., He read many novels.,"[-2.1265254  -0.4963457   0.22199163 ... -1.0542608   1.5736076
  2.89402   ]",[-3.2583942  2.4162169  0.404327  ... -1.133342   1.5665454  3.5285153]
622,There are approximately 800 books on the shelf., There are a large number of books on the shelf.,"[-5.2789035  -2.809779    0.2877487  ...  0.80056334 -0.10849142
  1.319934  ]","[-4.0914536  -2.3253107   1.1762223  ... -0.46195823 -0.34071648
  2.2156005 ]"
623,The team scored over 18 goals., The team scored many goals.,"[ 1.3368462  -1.4257838  -0.90647614 ... -3.689941   -3.2099283
  6.000973  ]",[ 2.1244922  1.375748  -0.5513472 ... -3.659395  -3.6315594  5.825854 ]
624,The chef prepared more than 80 dishes., The chef prepared a huge number of dishes.,"[-1.1062593  -0.21599074  0.8668405  ... -1.0224943  -2.1348648
  0.5049294 ]",[-1.681268   0.7868708  1.4148039 ... -1.7200968 -0.8651428  1.7373184]
625,The store sold at least 180 shirts., The store sold many shirts.,"[-1.8945267  -5.2123947   1.8698491  ...  0.33642527 -2.8723364
  1.0034575 ]","[-0.34507927 -1.4594206   3.281953   ... -0.43979862 -2.4891489
  1.4776589 ]"
626,The garden contains approximately 60 roses., The garden has numerous roses.,"[-0.94263595 -3.1912336  -0.0542614  ... -0.0528004  -2.7878828
  1.9766574 ]","[ 1.3221964  -1.8098291  -0.28217548 ...  0.5270249  -2.496763
  2.7454765 ]"
627,The library has over 12000 books., The library houses a vast collection of books.,"[-3.7214267  -4.351682    0.23906052 ... -0.7505649  -2.0920208
  3.6146472 ]",[-2.5468187 -1.4999107  1.8738545 ... -0.3636854  1.2427573  2.245303 ]
628,The artist painted more than 90 pictures., The artist created many paintings.,[-1.6212803 -2.9371963  1.7239225 ... -1.5007422 -0.5080418 -1.1523565],"[-1.0506824  -0.20334594  0.69765306 ... -1.8806075   0.39599013
  0.7119518 ]"
629,The farmer harvested over 600 bushels of wheat., The farmer had an extremely abundant harvest.,"[-4.8896303   1.630436    0.97460216 ... -3.496208   -2.9119291
 -0.9058891 ]","[-0.63845783  1.9875835   1.2000374  ... -1.726917    0.4628071
  3.1261272 ]"
630,The teacher assigned approximately 60 problems., The teacher assigned many problems.,[-2.078353  -1.8481584  2.411657  ... -1.1858567 -0.5264606  1.9642961],[-1.479128   0.6393427  2.8851664 ... -1.9775974 -0.4047453  1.7268357]
631,The student answered at least 35 questions correctly., The student answered many questions correctly.,"[-2.143225    2.3110628  -0.89235854 ... -1.9212456  -1.1740178
  1.2655404 ]","[-1.3864509   3.7821443   0.20720212 ... -1.6809863  -0.89562804
  1.5064005 ]"
632,The musician played over 80 songs., The musician played numerous songs.,[-1.2545569 -0.7256717 -1.9702647 ... -1.2610078  1.0622941  1.2754818],"[-0.8981212   1.2153766  -1.3354353  ... -1.6216804   0.29291782
  0.97868156]"
633,The company hired approximately 300 employees., The company hired a significant number of employees.,"[-0.37856776 -0.7682228   1.5512756  ...  0.7915029  -0.6291209
  2.3360176 ]","[-0.42877585  1.4928515   1.2287719  ...  0.32756725 -0.6121616
  2.4071643 ]"
634,The author wrote around 18 chapters., The author wrote several chapters.,"[-0.38310796 -3.1003282   1.4869514  ... -1.1141502   0.5965802
  0.93530804]",[ 0.7101614 -1.9042295  0.4178494 ... -1.7827978  1.1608295  1.6214818]
635,The scientist conducted more than 70 experiments., The scientist conducted many experiments.,"[-0.64810103  0.9962681   2.0114257  ... -0.1753279  -2.391623
  0.07197464]","[-1.044253    2.9367657   1.5037727  ... -0.15987875 -2.70593
  1.4216709 ]"
636,The baker sold over 350 loaves of bread., The baker sold a large quantity of bread.,[-5.332088  -3.4339905  0.7738994 ... -2.052923  -1.1105081  0.6586103],"[-3.644456   -1.0749192   1.5706389  ... -2.7350988  -0.75088686
  1.5954822 ]"
637,The store had approximately 90 apples., The store had many apples.,"[-2.7293828  -4.4050727   1.8309072  ...  1.4837825  -0.48100016
 -0.42921674]","[-1.830099   -2.8088734   2.9674413  ...  0.07531452 -0.79982686
 -0.7237692 ]"
638,The park contained over 600 trees., The park has a lot of trees.,"[ 0.3119884  -6.09079     1.5351079  ... -0.96208143 -0.2501611
  1.4200119 ]","[ 2.7503512  -4.1494613   0.5338515  ...  0.02170201 -0.7045804
  0.375701  ]"
639,The classroom held about 80 students., The classroom was quite full.,"[-4.3350325  -3.736497    1.4104097  ...  0.14205493 -0.23104604
  2.8334358 ]",[-2.3916302 -4.295095   1.1793872 ...  0.5536104 -1.1108929  3.9609528]
640,The concert attracted more than 6000 people., The concert was extremely well-attended.,[-2.4752545 -2.4085586  1.0746363 ... -0.2591173 -1.449006   2.3547428],"[ 0.29685864 -1.7457825   0.30809513 ... -0.56798816 -1.1387274
  3.018383  ]"
641,The museum displayed approximately 400 artifacts., The museum displayed a large number of artifacts.,"[-2.9510353  -3.8370266   0.48956624 ... -0.19711757  0.8309738
  1.6261238 ]","[-1.9733887  -2.1038008  -0.08329855 ... -1.3740897   0.4440872
  1.1853259 ]"
642,The library held over 25000 books., The library had an enormous collection of books.,"[-4.306292   -5.631596    1.0249909  ... -0.22042672  0.6984299
  4.0635858 ]","[-2.0270302  -1.3947407   1.0911707  ... -0.32295662  2.3129356
  2.101595  ]"
643,The restaurant served about 800 customers., The restaurant served many customers.,[-1.1849331 -5.331644   1.3152478 ... -0.2859313 -0.741992   2.5756314],[-2.2036228 -2.6455312  1.921864  ... -1.7291158 -1.6562079  2.9285176]
644,The school enrolled over 4000 students., The school had a very large student body.,[-2.130964  -3.3016853  2.7188644 ... -0.9652973 -4.5705776  2.9821312],"[-2.4154935  -2.2039492   2.1205974  ... -0.91647124 -4.8603973
  2.5993626 ]"
645,The city had approximately 8 million residents., The city has a huge population.,"[-3.240613   -1.6459497   0.68558663 ...  0.9646496  -1.1462883
  2.2879753 ]","[-0.83395565 -0.7156226   2.4560912  ...  0.13344727 -2.338304
  1.8886956 ]"
646,The company produced over 40000 products., The company produced a massive number of products.,[-1.9041662 -0.5775543  1.2731915 ... -1.9597338 -1.5080886  1.6935998],[-1.6134683  1.9583632  1.4688795 ... -2.275899  -0.2625538  1.9666667]
647,The farm raised more than 8000 chickens., The farm raised a very large flock of chickens.,"[-2.6135724  -0.13673675  1.8180267  ... -2.0897844   0.24050294
  1.0791925 ]","[-2.0917442  -0.14869149  1.1037031  ... -2.813147   -0.8669305
  2.6590972 ]"
648,The shop sold 500 hats., The shop sold many hats.,"[-1.6147952  -5.0247364   0.58125144 ... -1.0442842  -2.561936
  1.4908028 ]","[ 0.48075154 -0.6910704   2.8966782  ... -2.5046592  -0.74555373
  2.0944645 ]"
649,The factory produced around 12000 cars., The factory produced a very large number of cars.,"[-2.824937   -1.826869    0.00455074 ... -3.2595558  -2.6193373
  1.450264  ]","[-2.5710225   1.7158524   0.25632134 ... -2.9552236  -2.5329072
  2.2825282 ]"
650,Approximately 700 birds migrated south for the winter., A large flock of birds migrated south for the winter.,"[-1.0785353  -2.581592    0.99934715 ... -1.4376833   1.1119187
  1.9390748 ]","[-1.1470895   0.60479593  0.3639469  ... -2.233826    1.2274665
  1.6451259 ]"
