,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
503,The bee is in the flower,The bee is near the flower.,"[ 1.7159915   3.558505    1.0054346  ...  0.03914793 -0.88702035
 -0.8006227 ]","[ 3.4573014   4.382402    1.6726538  ...  0.25262478 -1.085945
  0.48504716]"
504,The butterfly is on the flower,The butterfly is near the flower.,"[ 1.6312408   1.8501444  -0.08601242 ... -0.882514   -3.417402
  1.4409022 ]","[ 3.4919393   3.3005924   0.472961   ... -0.08668014 -1.7951486
  3.4327223 ]"
505,The book is on the table, The book is under the table.,"[-1.0790806   0.2550498   0.16740167 ... -0.09076909  1.2701645
  2.592942  ]",[-0.8625842  1.094686   2.79533   ... -0.2069787  2.2303996  3.7962623]
506,The pen is in the cup, The pen is beside the cup.,[1.7137293 4.634704  3.1962087 ... 0.5685497 0.7531047 1.469121 ],[3.0032122  5.586675   2.6317582  ... 0.14746942 1.1867578  1.6116631 ]
507,The lamp is near the bed, The lamp is far from the bed.,"[ 0.08472961  2.5552442   1.6288261  ... -1.6058712  -0.648686
  2.0886433 ]","[-0.38015306  3.5731447   2.5191684  ... -0.90992403  0.17418152
  2.1625936 ]"
508,The chair is by the window, The chair is away from the window.,"[-0.19612944  0.42153454  0.27154303 ... -1.2555157   1.7680429
  3.2847633 ]","[ 0.03774524  1.4726816   2.718833   ... -0.6482767   3.5361216
  3.0536115 ]"
509,The picture is above the fireplace, The picture is to the side of the fireplace.,"[-2.5335126  -2.5723634   1.0302805  ... -1.5659977  -0.15634744
  2.0739112 ]",[-1.7698362 -1.2795309  1.9032068 ...  0.5869029  1.6831362  1.6619284]
510,The clock is on the mantel, The clock is under the mantel.,"[-0.74275833 -0.32910466  2.852547   ... -1.3461978  -1.7783602
  0.8951258 ]","[ 0.94113076  0.8328656   2.0881798  ... -2.0801585  -0.12729199
  2.1802235 ]"
511,The plant is in the corner, The plant is near the corner.,"[-0.23998064 -0.04344225  2.2368522  ...  1.9965315  -2.3786914
  3.2311592 ]",[ 1.0234337  1.2961     2.1934724 ...  1.1212054 -2.4584298  3.098887 ]
512,The vase is on the shelf, The vase is under the shelf.,[1.0641626  2.7716234  0.4920061  ... 0.15133731 0.2754019  2.5259326 ],[1.6004208  2.7091522  2.6450489  ... 0.07158732 1.6878357  2.9671943 ]
513,The flowers are in the vase, The flowers are beside the vase.,"[ 1.7343102   2.341523   -0.25894153 ...  0.69061893 -1.8589042
  1.4590498 ]",[ 4.2582884  2.5987613  1.0351502 ...  1.1139023 -1.4980918  1.7907917]
514,The candle is on the table, The candle is under the table.,"[-1.0710996   1.6260271   1.0618925  ...  0.01329958 -1.7791847
  2.4135027 ]","[-0.02554236  2.8047872   2.9917445  ... -0.32170215 -0.9457779
  3.0906765 ]"
515,The bowl is on the counter, The bowl is in the cupboard.,"[ 2.0481398   1.644311    1.630633   ... -0.1878468   0.23447347
  2.582609  ]",[1.6589807  2.440046   2.9608767  ... 0.85141903 0.8308573  2.1766517 ]
516,The mug is near the teapot, The mug is on the teapot.,"[-0.7919549   2.503176    3.2858746  ... -1.2043078   0.90879875
  3.3724663 ]",[-0.6013818  1.3769517  3.6353426 ... -1.3825449  1.7866095  3.5979364]
517,The plate is on the table, The plate is under the table.,[0.8308764  1.8237976  1.0835004  ... 0.11510392 0.52656895 3.4682262 ],"[ 1.0414474   2.0308778   2.6446357  ... -0.29360193  0.9965566
  3.365505  ]"
518,The knife is beside the fork, The knife is on top of the fork.,[3.9325485 5.740818  2.3999765 ... 3.0408535 1.3100543 2.2325838],[2.8645117 5.438576  2.75496   ... 1.8511927 2.551549  3.0851412]
519,The fork is on the table, The fork is in the drawer.,[0.882711  1.8531984 1.284408  ... 1.0535625 2.3211837 4.8149157],[2.1389377 2.3871968 2.5020273 ... 1.7084318 3.3928268 3.9043152]
520,The spoon is in the bowl, The spoon is next to the bowl.,[1.0355587 4.400103  3.6103947 ... 1.2071884 2.349501  3.1839378],[2.4091783 3.5120215 3.3506021 ... 1.5952017 1.6706455 4.0120187]
521,The glass is on the coaster, The glass is without a coaster.,"[-2.210821    2.113727    3.9173477  ... -0.58329326  0.6135807
  2.6294353 ]",[-1.3589238  2.6076908  3.1682055 ... -1.1541078  1.1279141  3.710945 ]
522,The cup is on the saucer, The cup is in the sink.,[1.1135833  3.3136637  2.0956686  ... 1.6567113  0.02713083 3.4889235 ],[1.014735  3.6033897 3.412262  ... 1.1697592 1.614878  3.7148268]
523,The laptop is on the desk, The laptop is in the bag.,"[ 0.3320472   3.5843246   1.4337177  ... -2.4182384  -0.88711125
  2.0366993 ]",[ 0.7381688  4.030398   2.7586093 ... -1.5458094  0.6140383  2.2685547]
524,The tablet is on the sofa, The tablet is under the sofa cushions.,"[-0.07546186  1.357242    1.5863482  ... -1.0976893   1.8382043
  1.6609663 ]","[ 0.34485418  1.3517147   2.3508074  ... -1.3801249   1.7233547
  1.4884971 ]"
525,The remote is on the coffee table, The remote is under the coffee table.,[-0.1462198  1.5820988  1.399887  ...  0.6730054  1.6242177  3.223276 ],"[ 0.3640445   3.3980453   2.0392     ... -0.39750555  2.5593488
  3.455007  ]"
526,The camera is in the bag, The camera is on the table.,"[-2.3427908   3.1061614   2.3723238  ...  0.03730926  0.51736724
  2.0019503 ]",[-1.8147572  1.2099527  1.9392563 ... -0.6679991  0.5859822  3.3284354]
527,The headphones are in the drawer, The headphones are around my neck.,"[-0.48226118  4.5141234   0.3547308  ...  1.5210671   2.516167
 -0.51348025]","[-2.2738245   3.9482787   1.6687597  ...  0.23915155  2.1654181
 -0.5748026 ]"
528,The watch is on my wrist, The watch is in my pocket.,"[-2.7024868   3.593263    3.4787111  ... -0.74057317  0.6784722
  0.92119056]","[-0.6277575   5.084076    4.678002   ... -0.47807518  1.8132225
  2.0475461 ]"
529,The shoes are under the bed, The shoes are on the bed.,"[ 0.59730107  2.7334569   1.0499738  ... -0.90652704  0.09892112
  1.1690942 ]",[0.3021885  1.3533442  1.4515007  ... 0.41713074 0.14653161 1.151956  ]
530,The socks are in the drawer, The socks are on the floor.,"[ 0.747775   -0.05710991  1.5277615  ...  2.7773924   0.05817954
 -0.6480903 ]","[ 0.9409905  -0.2237056   3.4026265  ...  1.5480858  -1.1416402
  0.98618907]"
531,The coat is on the rack, The coat is on the chair.,"[ 1.7599028   1.7105783   0.19562833 ... -0.54089063 -0.9660947
 -1.4208924 ]","[ 3.3203328   2.5644963   1.5590307  ... -0.98274624  1.3324302
  0.62355477]"
532,The hat is on the hook, The hat is on the floor.,[ 2.7363043  3.8753808  1.3082086 ... -0.1713748  1.742838   1.1421396],[3.7736776  4.105407   2.1004252  ... 0.03378097 2.021257   1.3645386 ]
533,The gloves are in my pocket, The gloves are on the table.,[2.123639   2.3903615  0.87037563 ... 0.6415952  1.4710771  0.70349747],[ 1.8946763  2.564512   0.6800571 ... -1.0079325  1.3004888  2.3674512]
534,The scarf is around my neck, The scarf is in my bag.,[ 0.2876573  2.728645   1.8412957 ... -1.0783249 -0.5805926  1.391599 ],"[ 1.7185323   4.044867    3.2396085  ... -0.36510462 -0.31966177
  0.41451555]"
535,The jewelry is in the box, The jewelry is on the dresser.,[-2.8275874  2.012296   1.1250325 ... -1.5781623  3.9914768  2.3329227],"[-1.0499676   0.03916213  0.29369253 ... -1.2103884   2.4189394
  1.5021044 ]"
536,The belt is in the drawer, The belt is on the chair.,[2.2385721 3.4480093 1.0435281 ... 1.6136557 1.2417221 1.4023914],[1.3059224 3.0814834 2.846865  ... 0.5092069 1.211763  2.5392501]
537,The sweater is on the chair, The sweater is in the closet.,"[ 2.8227434   2.0883744   2.0657437  ... -0.3274482  -0.73322207
 -0.28867137]",[ 3.156798   3.0731995  1.9482663 ...  1.2430619  0.4775071 -1.8496151]
538,The pants are on the floor, The pants are in the hamper.,[-1.8433131  1.001239   0.8933371 ...  2.2462373 -1.0573593  1.741872 ],[2.3512554  1.7515891  2.944904   ... 3.1266217  0.2720626  0.04534749]
539,The shirt is on the bed, The shirt is in the drawer.,[ 1.20001    2.402504   2.3556237 ...  1.0993379 -1.7547003 -0.6023688],"[ 3.8558278   3.056289    2.5310798  ...  3.1159902  -0.01685303
 -0.6526184 ]"
540,The dress is on the hanger, The dress is on the floor.,"[-0.1923584  -0.7923544   0.10989267 ...  1.0210047  -2.84184
 -1.6585974 ]","[ 1.2436869   0.03895688  1.0777372  ...  0.8591119  -1.8223994
  0.5771677 ]"
541,The jacket is on the coat rack, The jacket is on the chair.,"[ 1.778983    1.8840202  -0.05397723 ...  0.5194669   1.1180795
 -0.6885715 ]",[2.2255425 3.1519678 2.989746  ... 0.4768345 1.326515  1.3110027]
542,The bag is on my shoulder, The bag is on the floor.,"[ 0.6774642   3.820216    2.9618416  ... -1.2950121  -0.26010486
  1.9426875 ]","[ 1.5149592   3.266689    2.9645755  ... -0.4298534   0.74844086
  3.0868285 ]"
543,The purse is on my arm, The purse is on the table.,"[ 1.2217716   2.2325838   1.5136223  ... -0.3610307  -0.07195274
  1.743362  ]",[ 2.233927   2.0608556  1.2203723 ... -0.1347359  0.9318409  2.7403066]
544,The backpack is on my back, The backpack is on the floor.,"[-0.22849973  2.4416974   2.6802552  ...  0.26221696  0.46531376
  1.3688658 ]",[0.99996006 1.521628   3.1270375  ... 0.26408103 1.760152   2.093104  ]
545,The suitcase is in the car, The suitcase is on the roof of the car.,"[ 0.15655372  3.2061946   3.2308056  ...  0.22281899  1.339548
 -0.16560596]","[ 1.2215064   4.219421    2.621591   ... -0.9839198   0.98141396
  1.199024  ]"
546,The box is on the shelf, The box is under the shelf.,[1.1652938  1.1630147  2.0508792  ... 0.578306   0.25671253 2.004046  ],"[ 2.7411506   2.6382244   3.8690102  ... -0.09614331  0.9736953
  2.2400877 ]"
547,The container is on the counter, The container is inside the cupboard.,"[-0.12096065  2.4800754   3.2614439  ...  0.36578378  0.07523251
  1.7510098 ]",[1.5650442  2.2561     2.8252342  ... 0.58999175 0.52002144 1.7440132 ]
548,The bottle is on the table, The bottle is under the table.,[1.8486589  3.1975057  2.7152154  ... 1.0160645  0.46655533 2.3146014 ],"[ 2.2473028   4.74989     4.2239037  ... -0.11941329  0.9943876
  3.009588  ]"
549,The can is on the counter, The can is in the refrigerator.,[1.1273369  3.6495402  1.242108   ... 0.65801984 0.51827544 1.7418036 ],"[ 0.5425791   4.292268    2.125528   ... -0.01392114  1.1003618
  0.86085784]"
550,The jar is on the shelf, The jar is in the cupboard.,"[ 1.5187426   0.8483367   2.439245   ... -0.12817629  0.9523708
  1.5939459 ]",[1.801878  3.4814608 3.557371  ... 1.1839178 2.650879  1.0836594]
551,The bag is on the floor, The bag is under the table.,"[ 1.5322233   3.4126055   2.0145838  ... -1.3121806  -0.53554827
  3.0652673 ]","[ 3.0035498   4.526042    2.8727963  ... -1.9544322   0.41670343
  3.2511897 ]"
552,The shoes are by the door, The shoes are inside the closet.,"[ 1.8205937   0.21410255  0.63597655 ...  0.02631213 -0.74938816
 -0.25014767]","[ 2.157908    1.3288201   2.715372   ...  1.0160596   1.149862
 -0.04817149]"
553,The umbrella is in the stand, The umbrella is on the floor.,"[ 1.124029    4.5616527   3.7641065  ...  2.126511    0.08715618
 -0.52336925]",[ 1.8851206  4.4885154  3.9334717 ...  1.3910707 -0.7254614  1.4387519]
554,The toys are in the box, The toys are scattered on the floor.,"[ 0.9076169   0.8250933   2.2246478  ... -1.7318271   2.3700695
 -0.16810727]","[ 0.90290976 -1.531798    0.9307506  ... -2.1357586   1.114624
  2.6722329 ]"
555,The books are on the shelf, The books are on the floor.,"[-2.629168   -1.3913049   0.55137205 ...  0.72335166 -0.00654515
  2.4184122 ]","[-1.8935157  -0.9685384   1.472077   ...  0.951592    0.04430801
  3.314552  ]"
556,The magazines are on the table, The magazines are under the table.,"[-0.2929428   0.13488358 -0.41640902 ...  0.20125444 -1.0365261
  2.9290636 ]","[-0.50728667  1.5361404   0.8003772  ... -0.6471304  -0.92709666
  3.1366582 ]"
557,The newspapers are on the coffee table, The newspapers are on the floor.,"[ 0.10711636  0.21462515 -0.6080743  ...  1.2681807  -1.7019947
  3.4613833 ]","[ 0.89688396  1.6983863   0.35857043 ...  1.8038006  -2.1234224
  3.5474281 ]"
558,The pens are in the cup, The pens are on the desk.,"[ 0.54574686  2.7272835   1.5789129  ... -0.153175   -0.53931266
  0.8030536 ]","[ 0.15609567  1.7340883   1.0563818  ... -1.9977959  -2.3712134
  1.8793592 ]"
559,The pencils are in the drawer, The pencils are on the table.,[0.5074715  2.6231828  0.83545655 ... 0.0592064  0.5704338  0.08653667],[ 1.0928692  1.6977185  1.5024344 ... -1.9011759 -0.7018598  2.1678016]
560,The crayons are in the box, The crayons are on the floor.,[0.4979694  1.9143379  1.7042431  ... 0.22853933 1.3127815  0.22852065],[0.5298179  1.5155799  1.865838   ... 0.10438117 0.30372053 1.0396312 ]
561,The markers are in the bag, The markers are on the table.,"[-0.95093155  1.0959218   2.2530172  ... -0.44424137 -0.21646614
  1.8955022 ]","[-0.59507024 -0.74240154  1.8221215  ... -0.82071465 -0.38808414
  2.5967164 ]"
562,The paints are in the box, The paints are on the table.,"[ 0.28686985  0.99909     1.9088717  ... -0.61663795 -0.8651344
 -0.24601965]","[ 0.340936   -0.14538029  2.263264   ... -0.9316909  -1.627056
  1.1143205 ]"
563,The brushes are in the jar, The brushes are on the table.,[ 1.208706   2.432368   2.7531745 ... -0.409474   0.3056179  1.1437386],"[ 2.3040135   0.8310197   2.270647   ... -0.8363735   0.27627677
  1.3860503 ]"
564,The paper is on the desk, The paper is on the floor.,"[-0.15018228  2.1193383   0.92043734 ... -0.8762178   0.26185393
  1.175989  ]","[ 0.57359934  2.381345    1.962099   ... -0.21746969  1.0204214
  1.6180474 ]"
565,The envelopes are in the drawer, The envelopes are on the desk.,"[-0.49687064  0.38906896  0.8148096  ... -0.4308615  -1.1767527
  0.6049263 ]","[ 0.12386228  0.58523446  0.4175997  ... -1.0921669  -1.394616
  2.2163222 ]"
566,The stamps are in the box, The stamps are on the table.,"[-2.134618    2.4216368   0.46962664 ... -0.04298389 -0.41608462
  0.8108821 ]","[-0.99104834  1.3024919   0.24362043 ... -0.73487365 -0.51835054
  2.1906753 ]"
567,The scissors are in the drawer, The scissors are on the desk.,[4.6925435  5.507141   3.1420462  ... 0.18816435 1.204784   0.360499  ],"[ 4.405377    4.9725986   2.2948668  ... -0.99433106  0.45371732
  1.7245852 ]"
568,The tape is on the desk, The tape is in the drawer.,[1.88648    2.4813414  0.5591321  ... 0.14143388 0.03267055 1.0148755 ],[ 2.4429085  3.7353451  1.199325  ...  0.4572505  1.7157375 -0.1043363]
569,The stapler is on the desk, The stapler is in the drawer.,[2.4560797  3.7583127  0.19831419 ... 0.07494228 2.165998   0.2765552 ],"[ 3.2410913   4.511472    0.9067663  ...  1.3331168   3.3847227
 -0.42040464]"
570,The hole punch is on the desk, The hole punch is in the drawer.,[ 1.1888254  1.4205348 -2.292414  ... -0.0092481  1.1644393  2.076319 ],[ 1.8038566  2.608564  -1.0989877 ...  0.5322685  1.5905017  1.6197937]
571,The apple is on the tree, The apple is under the tree.,"[ 2.0272434   3.6037605   1.5841402  ... -1.2740142  -0.35024142
 -0.30012235]","[ 3.4975827   4.6929584   2.6211236  ... -2.1909802   0.22741918
 -0.77218765]"
572,The orange is in the basket, The orange is beside the basket.,[0.62134135 3.5723736  1.8675076  ... 1.6032687  0.4688202  1.3503994 ],"[ 2.6440654   3.6298535   2.9812312  ...  1.302737   -0.73062134
  1.1920193 ]"
573,The banana is near the grapes, The banana is far from the grapes.,"[ 0.08488192  6.090491    2.1888678  ... -0.07488915  0.2681706
  0.6154072 ]","[ 0.77592707  5.632059    2.3501606  ... -0.1490565   0.77554446
  0.8688718 ]"
574,The pear is on the plate, The pear is beside the plate.,"[ 0.83193153  1.59031     0.44470775 ... -0.9648796   0.4057851
 -0.80579567]","[ 3.9560354   2.969971    2.1222825  ...  0.34792858  1.259168
 -0.85425967]"
575,The plum is in the bowl, The plum is near the bowl.,"[ 0.6648919   1.703816   -0.38326803 ... -0.52051353 -0.70953083
 -0.71932834]","[ 1.3057404   2.4780524   1.1660287  ... -1.1063597  -0.27942604
  0.7453663 ]"
576,The peach is on the counter, The peach is in the refrigerator.,"[-0.31951126  1.1054565   0.7027285  ... -0.6796145  -0.6225872
 -0.16206129]","[ 1.4174701   2.9599814   0.9838607  ...  0.33220094  0.8985661
 -0.953566  ]"
577,The strawberry is in the box, The strawberry is beside the box.,"[-0.3852369  -0.04779546  1.7384478  ...  2.2489088  -0.6465519
  0.87955856]","[ 2.275413    0.98941034  4.430927   ...  1.7558857  -1.5662488
  0.24251416]"
578,The raspberry is on the plate, The raspberry is under the plate.,"[ 0.5812638   1.460045    1.4451141  ...  0.03708724 -1.1449702
  0.10894776]","[ 2.594296    3.280838    2.4452507  ... -0.18204026 -0.49452573
  0.52144396]"
579,The blackberry is in the bowl, The blackberry is next to the bowl.,"[-0.4093681   1.752062    0.81332576 ... -0.35075548 -0.8515373
 -0.33923683]","[ 0.79043657  1.7480329   1.959549   ... -0.5989185  -1.1827524
 -0.2557594 ]"
580,The blueberry is on the plate, The blueberry is under the plate.,"[-1.087428    1.0110105   2.1332257  ...  0.40011594 -0.78384405
 -0.63002473]","[ 0.37262243  2.8702123   3.4867582  ...  0.2487977  -0.2707018
 -0.8744962 ]"
581,The cherry is on the stem, The cherry is off the stem.,"[-1.2838745   1.6333483   2.5534832  ... -0.9771593  -0.45160523
  0.07364879]","[ 0.24576023  2.6329312   1.9011673  ...  0.35282925  0.34449148
 -0.39739022]"
582,The grape is on the vine, The grape is near the vine.,"[-0.9726427   2.7157524   2.6469822  ... -0.21068187 -1.0224822
  0.39779675]",[0.8754819  3.6191351  3.8597946  ... 0.67953    0.15834318 1.1008824 ]
583,The melon is on the table, The melon is under the table.,"[ 1.4457449   2.372309    2.6736133  ...  0.56994265 -1.2891623
  0.11096722]",[ 2.50705    3.1263425  3.237644  ...  0.4391881 -0.640766   0.7148786]
584,The watermelon is on the ground, The watermelon is on the table.,[-0.7731549  1.9087301  2.8312526 ... -0.727431  -1.5268551  1.3566272],"[ 2.6824448e-01  1.7012439e+00  3.4523785e+00 ... -1.6361624e-03
 -9.3630141e-01  1.1580378e+00]"
585,The pineapple is on the counter, The pineapple is in the refrigerator.,"[-0.53649485  1.923297    1.0870293  ...  0.5931992   0.49965575
 -0.44743702]",[ 1.236858   3.2502306  0.7427984 ...  1.27602    1.6249774 -1.4258555]
586,The mango is in the bowl, The mango is beside the bowl.,[-1.3570782  1.6698941  1.3410082 ...  1.0865574  1.9556628  0.5615949],[0.74869114 2.2972226  3.5860085  ... 0.5468475  1.1352432  0.24843335]
587,The kiwi is on the plate, The kiwi is under the plate.,"[-1.8483044   0.71282256  0.9455438  ...  0.07058513 -0.9407774
  0.13782987]","[-0.47553468  3.228769    2.1425426  ... -0.01425794 -0.3728738
  0.6084763 ]"
588,The avocado is in the bag, The avocado is beside the bag.,"[-0.90924174  2.9088852   0.90649754 ...  0.48344108  0.5049431
  2.424301  ]","[ 1.0405794   3.2695754   1.7998401  ... -0.33073977  0.14522181
  1.3749615 ]"
589,The lemon is in the bowl, The lemon is on the table.,[ 1.6523514  2.6115577  0.5851318 ...  1.539723  -1.0010246  1.1735226],"[ 1.4117413   3.0565608   1.1676939  ...  1.2724473  -0.81035036
  1.3637346 ]"
590,The lime is in the bowl, The lime is beside the bowl.,[0.8910992  3.4754     0.54778403 ... 1.6367607  0.6675059  0.24263208],"[ 2.8389475   3.4959805   1.3131055  ...  1.3363265  -0.13749558
 -0.0209397 ]"
591,The tomato is on the vine, The tomato is near the vine.,"[ 0.20694971  2.5502682   1.9789876  ... -1.176512   -3.9571953
  2.66311   ]","[ 2.6041274   4.3981514   3.8081324  ...  0.28542492 -3.673848
  2.7710185 ]"
592,The potato is in the bag, The potato is beside the bag.,"[-2.215789    4.3828697   0.91818714 ...  0.2992148  -1.9699894
  4.2470074 ]","[ 0.84129035  4.607921    2.324961   ...  0.51385003 -1.5499417
  3.501713  ]"
593,The carrot is in the bag, The carrot is beside the bag.,"[ 0.6448437   4.104058    3.6943185  ...  1.4055597  -0.54825515
  3.2336435 ]",[ 3.4377313  4.922568   4.152053  ...  1.7249612 -0.2488481  2.7346   ]
594,The onion is in the bag, The onion is beside the bag.,"[-0.40097848  2.898117    1.7958285  ...  1.6234287  -3.2199008
  4.3745594 ]",[ 1.9215746  3.3631883  3.0871518 ...  1.2956601 -3.048807   2.9251463]
595,The garlic is in the bowl, The garlic is beside the bowl.,"[ 0.9438332   5.5635543   1.7117811  ...  2.103351   -1.6588973
  0.73588324]","[ 2.3969858   5.6908684   2.4650931  ...  1.968731   -1.5311873
  0.28839344]"
596,The pepper is in the bag, The pepper is beside the bag.,"[-1.1403055   4.5317793   2.9097786  ...  0.84480125 -1.5928574
  2.9261572 ]","[ 0.06614852  4.3458276   3.207819   ...  1.2452673  -1.5038825
  1.9671808 ]"
597,The lettuce is in the bag, The lettuce is beside the bag.,"[ 1.3763145   2.2504559   0.66490006 ...  0.29653966 -2.2753487
  2.245176  ]",[ 2.9661834  1.5769011  1.5788227 ...  0.6034585 -3.2190456  1.4481517]
598,The cucumber is on the table, The cucumber is under the table.,"[ 1.535635    2.4454567   1.04966    ... -0.01833061 -1.9877971
  2.0874712 ]","[ 2.0580342   3.7801423   2.6342318  ...  0.57831097 -0.70913607
  2.7355983 ]"
599,The zucchini is in the bowl, The zucchini is beside the bowl.,"[-0.0856403   1.1508938   0.18136422 ...  2.6499126  -1.0190451
  2.117679  ]",[ 1.6932774  1.4962412  1.2814095 ...  2.4655008 -1.7043314  1.8123511]
600,The squash is on the counter, The squash is in the refrigerator.,[-1.4223713  1.546357   1.7293962 ...  1.8370699 -2.6366067  1.9794699],[-1.3693979  3.2295747  2.0091603 ...  1.764506  -1.6460384  1.6375178]
601,The pumpkin is on the porch, The pumpkin is on the table.,"[-0.2765086   0.6778771   1.0243058  ... -0.95411927 -0.7535904
  2.034301  ]","[ 1.6300354   2.5728555   0.9665028  ... -0.9263837   0.02709993
  2.5565436 ]"
602,The corn is in the field, The corn is near the field.,[-1.3063856  2.9023888  2.375058  ...  3.4071388 -1.2600592  2.1607418],"[-0.3313397   3.03142     2.7469592  ...  2.1668735  -0.71065986
  3.6880817 ]"
603,The beans are in the pod, The beans are beside the pod.,"[-3.387328    4.231298    2.149251   ... -0.27807483 -1.132157
  1.6775885 ]","[-0.84784013  3.0214157   1.461901   ... -0.06876699 -1.9236413
  1.8579584 ]"
604,The peas are in the pod, The peas are beside the pod.,"[ 0.17845774  2.0905683   2.6435     ...  1.154398   -2.242681
  1.4138392 ]",[ 2.6027339  1.9196947  3.0209978 ...  0.7267219 -2.396292   1.4637794]
605,The rice is in the bag, The rice is beside the bag.,"[ 1.3337673   5.5421576   1.5751357  ...  0.32690206 -0.9176679
  0.97839546]","[ 2.819938    4.2902875   2.9150279  ...  1.0419279  -0.66385186
  1.4442035 ]"
606,The pasta is in the box, The pasta is beside the box.,"[ 1.1694125   3.0491257   1.6615639  ...  0.92834336 -0.62246895
  2.4904873 ]",[ 3.335408   1.6056664  2.418074  ...  0.6980716 -0.7370764  2.305355 ]
607,The bread is in the bag, The bread is beside the bag.,[0.47951588 4.007615   0.84871507 ... 0.20412941 0.66824955 1.4489125 ],[1.6332046  3.2698529  3.082613   ... 0.42272955 0.6768766  1.7230356 ]
608,The cheese is in the bag, The cheese is beside the bag.,"[ 0.23838802  3.4460433   3.293814   ... -0.30624282  0.26799524
 -0.1082656 ]","[ 2.0730922   3.0518951   4.1332083  ...  0.34377885 -0.44669157
  0.6630869 ]"
609,The milk is in the carton, The milk is beside the carton.,"[ 0.22681019  2.6615863   3.3500254  ...  0.04560037 -1.4762857
  0.7334    ]","[ 2.1907034   2.4855955   4.562145   ...  0.6313454  -0.89612365
  1.4503034 ]"
610,The butter is in the fridge, The butter is on the counter.,"[-1.5760636   4.2880836   2.2352293  ... -1.9151388  -1.2343512
  0.86702293]","[-0.64701617  3.7575023   3.1234562  ... -0.8164581  -0.9769449
  1.2454221 ]"
611,The eggs are in the carton, The eggs are beside the carton.,"[ 0.03208297  2.4474251   1.3427323  ... -0.28250864 -1.4071859
  1.4789275 ]","[ 2.1115236   2.8822184   1.3890597  ...  0.04941377 -0.97247094
  1.8659605 ]"
612,The juice is in the carton, The juice is beside the carton.,"[-1.7126658   3.8257601   2.6252491  ...  2.6024354  -1.3318893
  0.33968177]","[ 1.0614774   3.291373    3.2632742  ...  2.194597   -0.5435523
  0.69941926]"
613,The cereal is in the box, The cereal is beside the box.,[0.8529935 4.4969335 2.35137   ... 1.3356013 1.650994  0.8227543],[2.7256846 2.3049061 3.5298898 ... 1.7714068 1.1961406 1.1012338]
614,The coffee is in the pot, The coffee is in the cup.,"[-3.5462847   3.3975363   3.189045   ... -0.11687731  0.68752724
  2.7139728 ]","[-1.6490195   3.6730194   4.187871   ...  0.57264584  2.8306262
  3.106374  ]"
615,The tea is in the pot, The tea is in the cup.,"[-2.4484684   2.967137    2.969733   ...  0.21868093  0.12541075
  3.2758863 ]",[-0.696636   3.7143157  4.1954503 ...  0.8004788  1.7449268  4.119727 ]
616,The sugar is in the bowl, The sugar is beside the bowl.,"[ 0.10385863  5.5986066   2.2632866  ...  0.25678638 -0.17488122
  1.6322161 ]",[2.823995   5.2915382  2.3083076  ... 0.97600526 0.38936836 1.4984357 ]
617,The salt is in the shaker, The salt is beside the shaker.,[-0.5502183  5.6218677  2.7055385 ...  0.7440036 -1.1486294  1.8907326],[ 1.9615964  5.501789   3.296951  ...  1.3750008 -0.4364121  1.2680751]
618,The pepper is in the grinder, The pepper is beside the grinder.,[-1.6180207  4.946635   3.0296707 ...  0.7948682 -1.5685668  2.827202 ],"[ 0.01591437  4.5882406   2.973283   ...  0.89834374 -0.9558288
  1.8978422 ]"
619,The ketchup is in the bottle, The ketchup is beside the bottle.,[ 1.2707264  3.599217   2.472359  ...  2.3202794 -0.4108545  1.2128962],"[ 2.661866    2.8019893   4.5700464  ...  2.0036223  -0.84807664
  0.73385876]"
620,The mustard is in the jar, The mustard is beside the jar.,[-1.8598404  3.924504   3.721069  ...  0.846906  -1.8386054  2.782468 ],"[ 0.53386056  4.11682     4.139848   ...  0.5911494  -1.5470911
  1.6856554 ]"
621,The mayonnaise is in the jar, The mayonnaise is beside the jar.,[ 0.0060434  2.158386   0.8533647 ...  0.5386954 -0.9104783  1.1914258],"[ 1.0559114   1.7417829   1.908542   ...  0.24907547 -0.9555683
  0.79817444]"
622,The lettuce is in the bag, The lettuce is beside the bag.,"[ 1.3763145   2.2504559   0.66490006 ...  0.29653966 -2.2753487
  2.245176  ]",[ 2.9661834  1.5769011  1.5788227 ...  0.6034585 -3.2190456  1.4481517]
623,The tomato is in the bag, The tomato is beside the bag.,"[ 0.2913598   2.778385    1.5087962  ...  0.03799911 -3.52646
  2.5212488 ]","[ 3.523892    4.0111575   3.863439   ...  0.04027658 -3.3800259
  2.2586067 ]"
624,The onion is in the bag, The onion is beside the bag.,"[-0.40097848  2.898117    1.7958285  ...  1.6234287  -3.2199008
  4.3745594 ]",[ 1.9215746  3.3631883  3.0871518 ...  1.2956601 -3.048807   2.9251463]
625,The carrot is in the bag, The carrot is beside the bag.,"[ 0.6448437   4.104058    3.6943185  ...  1.4055597  -0.54825515
  3.2336435 ]",[ 3.4377313  4.922568   4.152053  ...  1.7249612 -0.2488481  2.7346   ]
626,The potato is in the bag, The potato is beside the bag.,"[-2.215789    4.3828697   0.91818714 ...  0.2992148  -1.9699894
  4.2470074 ]","[ 0.84129035  4.607921    2.324961   ...  0.51385003 -1.5499417
  3.501713  ]"
