,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
508,The bridge may collapse., The bridge is at risk of collapse.,"[ 1.1977268   2.3123658   1.9071596  ...  0.19361842 -1.5419884
  1.6419312 ]","[-0.7063587   2.617231    2.2346697  ...  0.19799064 -0.62976617
  2.5079079 ]"
509,It may be a beautiful day., Fine weather is expected.,"[-1.4990202  -1.6395319  -0.29824838 ... -0.55882    -2.191333
  1.9498612 ]","[ 1.5439041   0.41330948  2.8539248  ... -1.0048205  -0.4129477
  2.3731809 ]"
510,He can run a marathon., He is physically capable of running a marathon.,[ 2.4734538  6.345161   0.6796146 ... -1.0616969 -2.2389896  4.5604753],"[ 0.81974095  7.5586796   1.4913821  ... -1.134253   -0.6955464
  4.895777  ]"
511,She may be feeling unwell., She may be sick.,[ 0.9593634  4.090257   1.8556741 ... -0.5580974 -2.9013512  2.881436 ],"[ 1.433739    5.8928285   3.5858054  ... -0.63535553 -2.7028215
  2.692948  ]"
512,They may have already eaten dinner., They could have already had dinner.,[-2.0163815  2.9655118  1.0731038 ...  0.4050905 -2.7007658  2.2667804],"[-1.0837735   4.5928764   0.27572826 ...  0.55495065  0.01329389
  1.9615185 ]"
513,We may need to book a hotel room., A hotel reservation might be necessary.,[ 1.6800891  0.2526633  2.186985  ... -1.4862127 -4.3616147  2.4520128],"[ 3.7143428   0.40636468  2.2185807  ... -2.8463283  -1.3092985
  2.8724115 ]"
514,The book may be interesting., The book should be interesting.,"[-2.1197348  -0.05546681  2.2958288  ... -0.73079175  0.02705828
  3.1952279 ]","[-1.8946913   0.66120976  1.2048055  ... -0.68123895  2.8282588
  3.9803846 ]"
515,He can play the piano., He ought to play the piano.,"[ 3.003535   10.057183   -0.15315337 ... -0.48538557 -0.5744559
  3.0903223 ]","[ 1.2407194   7.1616635   0.80244577 ... -1.8105394   1.37687
  2.688366  ]"
516,She may go to the party., She is likely to go to the party.,"[ 2.5707133   3.0171463   4.0819783  ... -0.21300507 -3.018446
  3.2931569 ]","[ 1.9921651   3.9080646   3.1024392  ... -0.03762391 -0.46400675
  3.934191  ]"
517,They may finish the project early., They are expected to finish the project early.,[-0.9432193  1.9056212  1.2338327 ... -1.9601203 -3.6463134  4.051049 ],"[-0.8819954   1.5885435   0.45145977 ... -1.5093653  -0.68514335
  2.9865444 ]"
518,We may eat out tonight., We plan to eat out tonight.,"[-2.0161073   0.9459947   1.1699535  ... -0.60349935 -3.8755753
  3.2669113 ]","[-0.9736555   0.4906361   0.22424902 ... -1.3289464  -2.5476887
  3.5575309 ]"
519,The dog may bark., The dog is prone to barking.,"[ 1.1393232   5.095483    1.3913367  ... -0.06843878 -1.2318687
  1.4998436 ]",[1.1275411  4.411208   0.19516331 ... 0.26499704 0.3016553  0.69471884]
520,It may rain tomorrow., Rain is a possibility tomorrow.,"[ 0.44444036  3.6320057   4.1046515  ...  0.43432465 -4.666068
  2.7971842 ]","[ 1.2107135   1.0198773   3.0161867  ... -0.70704573 -4.17104
  1.4557115 ]"
521,He can speak French., He is fluent in French.,"[ 0.06748643  8.358362    1.3147485  ...  0.72201055 -1.4679413
  3.3186328 ]",[0.07238252 5.8647227  1.6317247  ... 0.9149489  0.07249984 4.494058  ]
522,She may be tired., She is probably tired.,"[ 0.12987271  2.9752307   3.2793422  ... -0.08141532 -3.0608115
  4.0401926 ]","[-0.4212215   3.6753192   3.8916397  ... -0.22814135  0.09400125
  4.1237197 ]"
523,They may need help., They could use some help.,"[-0.82839966  5.3893175   1.2175288  ...  0.4414339  -2.293596
  1.991795  ]",[0.94659966 3.6713123  1.3130242  ... 0.7510657  0.04366362 0.95288736]
524,We may go to the beach., We are considering going to the beach.,[ 0.7598924  1.4626524  3.4423096 ... -1.071843  -2.4530876  3.9948146],"[ 0.12373375  0.8934933   2.3795395  ... -1.1980199  -1.7692548
  3.3049152 ]"
525,The flowers may wilt., The flowers are likely to wilt.,"[ 2.6244948   3.315509   -0.72895557 ...  0.5408468  -3.886455
  1.027148  ]",[ 1.9136817  3.821977  -1.0270302 ...  1.3485504 -2.1974492  1.182967 ]
526,It may snow this weekend., Snow is forecast for this weekend.,"[ 0.45970795 -1.8413401   0.59872997 ... -1.9625427  -2.820996
  3.7312672 ]","[-5.1952767e-01 -3.4043794e+00  1.9728115e-03 ... -2.8076527e+00
 -2.8211483e-01  2.5210862e+00]"
527,He can fix the car., He is capable of fixing the car.,"[ 2.8130913e+00  9.0222387e+00  1.9173132e-01 ...  4.9440661e-03
 -5.3299063e-01  2.8758745e+00]",[1.9829481  8.987418   1.0360079  ... 0.16015331 0.5682953  1.7168905 ]
528,She may feel better soon., She hopes to feel better soon.,[ 1.1175188  5.74038    2.3584821 ... -1.0689442 -1.0605069  2.3002229],[ 0.9910758  8.060732   1.588233  ... -0.5756659  0.7293407  2.3916454]
529,They may win the game., They have a good chance of winning the game.,"[ 1.252966    5.5620875  -0.95175785 ...  0.31967512 -2.8840683
  5.039263  ]",[ 1.5819485  3.8093457 -0.6539783 ...  0.2048055 -0.3982996  3.6669598]
530,We may be late., There's a risk of being late.,[-3.0747561  0.7404336  1.0887568 ... -0.6812476 -3.3692448  2.3021376],"[-2.3380818   2.7463262   1.6507244  ... -0.89772075 -0.59748465
  1.3903879 ]"
531,The store may be closed., The store might be closed.,"[-0.29407167 -2.3805492   4.408918   ...  0.4459062  -3.0137758
  0.10431784]","[-0.37454018 -2.1858346   4.0786366  ...  0.12179089 -2.277171
  0.9012482 ]"
532,It may be cold tonight., Cold weather is anticipated tonight.,[-1.7118322 -0.8688734 -0.6894366 ... -1.2389196 -3.2720718  2.3672063],"[ 0.86954546  0.67528564 -0.13024415 ... -2.475893   -0.74195725
  1.8794422 ]"
533,He can solve the puzzle., He is able to solve the puzzle.,[2.611625   6.725033   0.9819634  ... 0.36225548 0.22625382 2.657778  ],[1.9604871  6.518538   0.83134687 ... 0.83391315 0.6129698  2.0512962 ]
534,She may accept the offer., She is considering accepting the offer.,[ 1.5402579  8.59327    1.1759466 ...  0.6278123 -2.028905   2.2354963],"[ 1.8248932e+00  7.1015296e+00  1.3816828e+00 ... -6.4080274e-03
 -1.7355243e+00  2.7338462e+00]"
535,They may travel to Italy., They are planning a trip to Italy.,"[ 0.79902357  3.3124478   1.3810629  ... -1.1201338  -1.2858472
  4.4986963 ]","[ 0.41194794  2.4989948   1.6110346  ... -2.4380512  -0.9647876
  3.0937207 ]"
536,We may have dinner together., We are planning to have dinner together.,"[-3.1967013   1.1763072   1.3243586  ... -0.30098033 -4.828442
  2.6020908 ]","[-2.8345916   0.124686    0.49050003 ... -0.96566993 -2.296544
  2.0587585 ]"
537,The movie may be good., The movie is expected to be good.,[-1.5259224  1.1531051  1.9314963 ... -1.0490938 -1.1465338  3.2353985],"[-3.0137048   1.6633127   0.30103698 ... -0.8782676   1.042546
  3.0241804 ]"
538,It may be a long journey., It is anticipated to be a long journey.,[-2.9628968 -1.4237595 -0.9124189 ... -0.8603137 -1.0414176  1.1900856],"[-1.7161691   2.4490762   0.2739128  ... -1.1636373   0.26060176
  0.7776316 ]"
539,He can speak Spanish., He is fluent in Spanish.,[-1.3196695  7.949529   2.2365158 ...  1.6084287 -1.2512653  4.057959 ],"[-0.6837259   5.4458065   2.6165497  ...  1.2303759   0.13143483
  5.0595055 ]"
540,She may feel better tomorrow., She hopes to feel better tomorrow.,[ 1.0561428  5.8962097  3.082195  ... -0.7607584 -1.2840794  2.4981983],"[ 0.89409035  7.97915     2.1333067  ... -0.14357054  0.6983655
  2.6697164 ]"
541,They may need more time., More time is required.,"[-0.81129616  5.1647058   1.5450023  ... -0.16964287 -1.425086
  1.8836336 ]","[-1.4744928   3.2975388   3.693447   ... -0.5264737   1.3863442
 -0.04979851]"
542,We may be tired., We are likely to be tired.,[-2.0930595  0.9056374  2.1439195 ... -1.0800151 -3.5368888  2.446943 ],"[-1.8511025   3.2579734   1.9661338  ... -0.74616635  0.34915656
  2.582697  ]"
543,The project may be finished on time., The project is expected to be finished on time.,"[-0.6504073  -0.50213647  1.8311578  ... -0.36435243 -3.4418092
  2.223156  ]","[-0.2603185   0.47495714  1.3056544  ... -1.1741687  -1.0055132
  1.936332  ]"
544,It may be a hot day., A hot day is forecast.,"[-2.3324814  -2.130062    1.0009819  ... -0.17524473 -1.8823341
  2.8504844 ]","[-0.5197177  -0.32374564  2.7670653  ... -0.6869471  -0.6375535
  4.1006427 ]"
545,He can run a marathon., He is capable of running a marathon.,[ 2.4734538  6.345161   0.6796146 ... -1.0616969 -2.2389896  4.5604753],"[ 1.7165602   7.480977    1.3501737  ... -0.92331904 -0.07737703
  3.5506096 ]"
546,She may win the race., She has a good chance of winning the race.,[ 2.9953358  5.502006   0.7692261 ...  1.3450116 -2.2554839  4.49978  ],"[ 4.058486    5.082095    0.41550064 ...  0.11468631 -0.9396823
  3.5251231 ]"
547,They may not come., Their attendance is uncertain.,"[-0.15399055  2.9356759   0.0432423  ... -0.08465199 -1.650737
  3.8436832 ]","[-0.78295624 -0.9656789   0.7809653  ... -1.5186749  -2.3583992
  2.9529662 ]"
548,We may postpone the meeting., Postponing the meeting is a possibility.,"[-2.6996586  -0.8262432  -1.2993606  ...  0.57714015 -2.6600876
  2.8279305 ]","[-1.341409    0.6634098   0.728782   ... -0.21292385  2.1098623
  1.2144461 ]"
549,The concert may be cancelled., The concert might be cancelled.,"[ 0.41270676 -1.9440756  -1.4839706  ...  1.2799908  -5.057943
  2.4200063 ]","[ 0.3566449  -1.1652125  -0.98512214 ...  0.53203356 -2.8614092
  1.98131   ]"
550,It may be sunny tomorrow., Sunny weather is predicted for tomorrow.,"[-1.2216364   1.0094562   2.1970394  ... -0.04815322 -2.7019434
  3.1201036 ]","[ 2.1822784   0.6636357   3.0641024  ... -1.3142688  -0.29228702
  1.8467225 ]"
551,He can fix the computer., He is able to fix the computer.,"[ 3.1537917   9.257488    0.4531639  ...  0.3407055  -0.87148184
  2.47135   ]","[ 2.2136600e+00  8.1767073e+00  8.7187171e-01 ...  9.1527027e-01
 -4.7532767e-03  2.2134600e+00]"
552,She may go to the party., She intends to go to the party.,"[ 2.5707133   3.0171463   4.0819783  ... -0.21300507 -3.018446
  3.2931569 ]","[ 2.060001    4.377148    2.2150862  ... -0.36685807 -1.1775151
  3.1489756 ]"
553,They may need assistance., Assistance might be needed.,"[-0.64886975  4.6175175   0.80718267 ...  0.53374314 -1.8327029
  2.221561  ]",[0.3417655  4.754367   1.1763303  ... 0.31366894 0.47208112 1.1120777 ]
554,We may be home late., We anticipate a late arrival home.,"[-3.1663792  -1.6071624   2.0814507  ...  0.27565488 -2.8580332
  1.9322962 ]","[-1.2962735  -2.1475275  -0.11763512 ... -1.9400005  -0.31579965
  2.8101337 ]"
555,The project may be delayed., Delays to the project are possible.,"[ 0.24265806 -0.5073741   1.0426289  ... -0.05194237 -2.4896896
  2.856857  ]",[-1.8963711 -0.464532   0.9987388 ... -0.8911736  0.2698526  1.4841325]
556,It may be windy., Windy conditions are expected.,"[-1.6950325   0.48327455  0.48410958 ... -0.8717211  -2.6298456
  1.7101053 ]","[ 2.3557756  -0.2125507   2.3182223  ... -2.2871454  -0.7549331
  0.06371383]"
557,He can speak several languages., He is multilingual.,"[-0.1854511   6.9581165   0.75965804 ... -0.578872   -1.7960238
  3.7702553 ]","[ 0.27205503  6.3924494   2.0611577  ...  0.08034891 -0.843787
  5.522855  ]"
558,She may not be happy., She is likely to be unhappy.,"[ 0.21607025  3.8284647   0.90126365 ...  0.08643027 -3.4274914
  4.4082446 ]",[0.09065868 5.325237   2.5720422  ... 0.02927197 0.08528286 3.7452502 ]
559,They may refuse the offer., They might refuse the offer.,"[-0.01733784  8.350824   -0.25024855 ... -0.76914245 -2.4874437
  2.8567553 ]",[ 0.330009   8.375628  -0.518211  ... -0.8850406 -1.150823   2.3072162]
560,We may change our plans., We might change our plans.,"[ 1.0023719   0.56611246  0.70974237 ...  0.21731412 -5.719567
  1.3556472 ]",[ 0.6177058  1.4300705 -0.068696  ...  0.8794601 -4.63531    1.1016995]
561,The weather may be unpredictable., Unpredictable weather conditions are expected.,"[-0.83000183 -0.5024725   0.02612551 ... -2.2384765  -4.3591275
  2.6097708 ]","[-0.927536    0.49898627 -0.24368781 ... -1.7370967  -1.2751342
  0.7559873 ]"
562,It may be a difficult challenge., The challenge is anticipated to be difficult.,"[-3.4726803  -0.10819156 -0.28114954 ...  0.05532789 -1.9128431
  2.0448978 ]","[-1.1493894   0.7430849   0.19058158 ...  0.13749628 -0.88821036
  2.9135184 ]"
563,He can drive a truck., He is qualified to drive a truck.,[ 1.8760309  8.62748   -1.1862013 ... -1.1753348  1.2219871  4.213203 ],"[ 2.481763    8.785192   -0.22235903 ... -0.56988347  2.2460504
  4.586403  ]"
564,She may need surgery., Surgery may be required.,[-0.6694735  6.0051217  2.7815664 ... -1.043416  -2.3321033  1.4355276],"[-0.61951816  6.100867    1.4213799  ... -0.02543511  0.76287776
  1.1387837 ]"
565,They may not agree., Disagreement is possible.,"[-1.8748786   3.6126037  -0.5912165  ... -0.10099454 -4.672036
  3.828788  ]","[-1.8912922   1.355442    0.88056993 ... -2.5946698   0.47439495
  3.6611547 ]"
566,We may lose the game., Losing the game is a possibility.,"[-0.77190524  5.398372    0.0717177  ... -0.8441415  -3.7035007
  2.8619301 ]","[-1.2710466   3.5436575   1.8784016  ... -0.7620794   0.95311356
  2.4256663 ]"
567,The bus may be full., The bus might be crowded.,[-0.9738198 -1.013776   3.3086386 ...  0.7014518 -4.0865226  1.3062214],"[-1.2741548  -0.41605088  2.3904006  ...  1.1269766  -2.7417934
  1.6843976 ]"
568,It may be too late., It might be too late.,"[-2.6568596   0.8574982   0.4730591  ...  0.13420618  0.0081869
  2.342824  ]","[-1.8670908   3.2475655   1.4487404  ...  0.57921815  0.77298784
  1.5658154 ]"
569,He can cook a meal., He is able to cook a meal.,[ 0.8588398  6.13575    0.7384985 ... -0.5936381 -0.9153536  3.1409807],"[ 1.1005573   6.066679    0.7047746  ... -0.36278358  0.06880608
  3.208461  ]"
570,She may leave early., An early departure is possible.,"[-0.3520936   3.5541973   2.2683043  ... -0.07974931 -2.2462952
  3.3552794 ]","[ 0.17672046  1.0769229   1.1633023  ... -1.6503774   2.2554815
  2.1724753 ]"
571,They may have already left., They could have already left.,"[-1.327629    3.9924247   0.64132893 ...  0.5474271  -1.9162899
  1.6741053 ]","[-0.6322419   5.8403735   0.5471172  ...  0.26472428  0.31959674
  1.5784999 ]"
572,We may need a reservation., A reservation might be necessary.,"[ 0.0802897   1.3213828   0.88916236 ... -1.0953844  -3.858797
  1.5142846 ]","[ 2.185921    1.3985647   1.1829215  ... -1.9622507  -0.32066503
  2.09069   ]"
573,The cafe may be open., The cafe should be open by now.,"[ 0.47263363 -4.372679    4.1270185  ... -0.23037839 -4.951891
  3.7337513 ]","[-0.5721123  -2.9211888   3.2271194  ... -0.63434684 -1.6003054
  3.628851  ]"
574,He can solve this equation., He must solve this equation correctly.,"[ 1.6998162   6.1369953   0.31029454 ...  0.4937743  -1.2216531
  2.9532268 ]","[ 0.08875843  5.771661   -0.10572057 ... -0.49495777 -0.90531987
  2.2010214 ]"
575,She may visit her grandmother., She should visit her grandmother.,[ 0.2461621  2.2747715  3.5423706 ... -0.7328064 -4.235618   2.1697576],"[ 0.35576797  4.087995    2.1965754  ... -0.59563524 -0.815787
  1.5717176 ]"
576,They may arrive late., They might arrive late.,[-1.8638723  0.9708408  0.8574025 ... -1.180399  -3.6620622  3.3535774],[-1.4752762  1.7327855  1.0059893 ... -1.1512467 -2.138558   2.9546413]
577,We may go to the cinema., We are planning to go to the cinema.,"[ 0.91286004  1.5829048   2.8213284  ... -1.1797209  -3.0214398
  4.469186  ]",[-0.4203159  1.2911091  1.5996023 ... -1.4646105 -1.7953448  3.794923 ]
578,The dog may bite., The dog could bite.,"[ 1.8706219   5.8865237   1.1468709  ... -0.11309512 -0.875426
  3.283966  ]","[ 2.7237566   6.3087554   1.043369   ... -0.68553287  1.3061885
  3.2747626 ]"
579,It may rain tomorrow., It might rain tomorrow.,"[ 0.44444036  3.6320057   4.1046515  ...  0.43432465 -4.666068
  2.7971842 ]","[ 0.47737342  4.219308    4.1991487  ...  0.39675027 -3.425628
  2.329058  ]"
580,He can speak fluent Italian., He is fluent in Italian.,"[-0.02224866  7.3670554   1.2727464  ... -0.83106375 -0.226135
  4.861037  ]","[ 0.4277157   5.6798053   2.0868757  ...  0.02300858 -0.21183641
  5.3872437 ]"
581,She may feel unwell., She could feel unwell.,[ 0.9840823  4.6584377  1.8120708 ... -1.0714115 -2.9088924  2.739711 ],"[ 1.1472635   2.372614    0.34288123 ...  0.40691984 -0.4219416
  2.8938196 ]"
582,They may need help with the project., They should seek help with the project.,"[-0.8601376   2.857571    0.8637178  ...  0.04013139 -2.7368984
  1.6506743 ]","[-0.9995949   4.8793726   0.16293246 ... -0.4696941   0.1519689
  1.3902578 ]"
583,We may have time for a coffee break., We hope to have time for a coffee break.,[-2.6418643 -1.6514949  1.7246594 ... -1.8834708 -2.3183901  1.8884387],"[-2.7825222  -0.9548084   0.27347392 ... -1.9418243  -0.9278081
  1.8637205 ]"
584,The plants may die without water., The plants will die without water.,"[ 2.0473652   6.06464     0.36596498 ... -0.01849857 -3.9140947
  4.1106215 ]","[ 2.2368302   7.491681    0.0688073  ...  0.59893906 -2.6331754
  4.1189604 ]"
585,It may be a cold winter this year., A cold winter is anticipated this year.,[-2.0962927 -4.668728  -1.8233144 ... -2.0628352 -2.3470185  2.212767 ],[ 0.0071045 -2.5828333 -1.7332635 ... -2.8775098  0.4216904  2.8962975]
586,He can finish the report by Friday., He is expected to finish the report by Friday.,[ 1.3890816  2.348672   1.9406576 ... -1.276763  -1.331763   3.634337 ],[-0.3940281  1.8987939  1.4947178 ... -1.4440737 -0.2737991  4.0289116]
587,She may call later today., She intends to call later today.,"[-1.2662866   4.066566    0.9751938  ...  0.05047665 -3.6445205
  2.7610722 ]","[-1.5196273   5.566705    0.14607456 ... -0.00756534 -0.99236536
  2.7835457 ]"
588,They may leave early tomorrow morning., They plan to leave early tomorrow morning.,"[-0.77412033  2.0528004   1.4499902  ... -1.0149721  -1.537558
  3.3779085 ]","[-0.18097869  2.526905    0.93061745 ... -1.3820386  -0.8976077
  3.1482651 ]"
589,We may need more information before we make a decision., We require more information before making a decision.,"[-1.3983092   5.86936     0.35648698 ... -1.4170089  -1.8839794
  0.6334117 ]","[-1.820137    6.2868676   0.03334859 ... -1.7381289   0.3847524
  1.071037  ]"
590,The store may be closed today., The store is likely to be closed today.,"[-0.42330152 -2.4796824   4.1247334  ...  0.3829016  -3.1933365
  0.49982643]","[-0.84030354 -2.9531379   3.4625576  ...  0.5217438  -0.366845
  0.6582683 ]"
591,It may be a long and tiring journey., A long and tiring journey is anticipated.,"[-2.167395   -1.7057844  -0.9529215  ...  0.21535829 -0.9385269
  1.2861927 ]","[-1.8137953  -1.1384152   1.3215929  ...  0.40291852  1.3995875
  1.1062968 ]"
592,He can run a marathon., He is capable of running a marathon.,[ 2.4734538  6.345161   0.6796146 ... -1.0616969 -2.2389896  4.5604753],"[ 1.7165602   7.480977    1.3501737  ... -0.92331904 -0.07737703
  3.5506096 ]"
593,She may win the lottery., Winning the lottery is a possibility.,[ 1.1938845  6.38855    1.0174261 ...  1.2757499 -2.3029687  4.1493225],"[-0.3557615   5.636436    0.54048884 ...  0.9211664   2.8890915
  2.2409673 ]"
594,They may accept our proposal., It is possible they will accept our proposal.,"[ 1.9664236   6.1063056   0.39597872 ... -0.33681867 -3.082451
  1.8074821 ]","[-0.9054989   5.8900433   0.01532682 ... -0.5667749  -0.7222089
  1.0737321 ]"
595,We may go on vacation next month., We are considering going on vacation next month.,[ 1.039314   0.3984203  3.1682303 ... -3.0017962 -1.3337923  2.924166 ],"[ 0.3723262  -0.6455915   1.7661071  ... -3.978455   -0.37548473
  2.7414064 ]"
596,The movie may be rated PG-13., The movie is likely to be rated PG-13.,"[-1.2704207  -0.9420034   3.2498748  ... -1.4672881  -0.37461907
  5.2460923 ]",[-2.4809153  0.6394196  1.6932226 ... -1.6664585  1.6784577  3.9406188]
597,It may be a good idea to consult with an expert., Consulting with an expert is advisable.,"[-2.3129947   1.7617846   0.45787612 ... -1.2118984  -0.636067
  1.8353748 ]",[-1.9088985  3.8343053  1.5521523 ... -2.7897003  1.4417479  1.4632481]
598,He can fix the leaky faucet., He is able to fix the leaky faucet.,"[ 2.9707656   7.7564497  -0.10855731 ... -0.96482885 -2.5033152
  1.4825746 ]","[ 2.1259172   7.3261514   0.16734847 ... -0.10331234 -1.4103181
  1.209027  ]"
599,She may need some rest., She should get some rest.,"[ 0.53805363  5.157597    3.066539   ...  0.31745607 -0.5008787
  1.9089338 ]",[1.055927  7.278084  2.344472  ... 0.3685806 2.6049204 2.122613 ]
600,They may not finish the project on time., It is possible they won't finish the project on time.,"[-1.6900463   0.05003181 -0.08260974 ... -1.2260085  -5.6662836
  3.8265533 ]",[-1.9078416  1.7012004 -0.1797264 ... -1.0567031 -1.5734282  1.5303999]
601,We may decide to stay home instead., Staying home is a possibility.,"[-0.37368953  2.221602    0.16453344 ...  0.61561984 -2.4944408
  2.095703  ]","[ 0.07699074  1.7972014   0.47004637 ... -1.1914569   2.0803378
  0.6401362 ]"
602,The restaurant may be busy., The restaurant is likely to be busy.,"[-0.052948   -3.9163284   2.1009967  ... -0.01605769 -4.4139776
  2.939586  ]","[-0.57321537 -3.4079263   1.9341283  ...  0.3890979  -1.3703864
  2.6340978 ]"
603,It may be a beautiful sunset tonight., A beautiful sunset is anticipated tonight.,"[-3.0641751  -1.4303995   0.66184413 ...  0.11852395 -2.5919368
  2.089898  ]","[-2.2068338  -0.32187313  2.2978299  ...  1.0439475  -0.50668895
  2.4733589 ]"
604,He can paint a masterpiece., He is a talented painter.,"[ 0.2303439   4.748424    1.941562   ... -1.2373017   0.32999495
  1.7685761 ]","[ 0.5263368   7.323954    0.11198986 ...  0.69628197 -1.5878602
  3.7752378 ]"
605,She may feel much better tomorrow., She hopes to feel much better tomorrow.,[ 0.681779   5.274795   3.0895126 ... -0.9281157 -1.2140396  1.8710665],"[ 0.4091142   7.0648584   1.8156334  ... -0.2694462   0.60420865
  2.0813482 ]"
606,They may require additional funding., Additional funding might be needed.,"[-0.70012903  4.7368193   1.278171   ...  0.47944102 -2.0153806
  1.431252  ]","[-3.8537326e-01  4.2908330e+00  1.4618316e+00 ... -5.0854683e-04
 -1.9920183e+00  1.0124561e+00]"
607,We may not be able to attend the meeting., Our attendance at the meeting is uncertain.,"[-1.9526646   2.3024886  -0.90570796 ... -0.21451166 -3.1880853
  2.5654917 ]",[-1.0019565 -2.6656635 -0.711667  ... -0.6803926 -2.067691   3.1509833]
608,The meeting may be unproductive., An unproductive meeting is a possibility.,"[ 0.71315753 -1.6143507  -0.90640396 ...  0.34733215 -0.62212783
  2.4323547 ]","[-0.5249684   0.8962815   0.16794282 ... -0.02877642  3.7584856
  0.08085981]"
609,It may be a challenging task., The task is expected to be challenging.,"[-3.2264059  -1.1537287  -0.24554263 ...  0.02939166 -1.6457187
  1.8606373 ]","[-1.2529075   3.8408177   0.51544833 ...  0.07248307 -0.05712102
  2.3741686 ]"
610,He can solve the problem efficiently., He is able to efficiently solve the problem.,"[ 3.376804    8.125563    0.58397484 ... -0.56768405 -0.56432384
  2.3639646 ]",[2.3950138 7.0743794 0.6325073 ... 0.5687209 0.5984667 1.7673917]
611,She may buy a new house in the near future., She is planning to buy a new house soon.,"[-0.24419707  1.4919982   1.7842841  ... -0.8748955  -3.3469465
  2.2878997 ]","[ 0.79206556  3.0257778   1.0936403  ... -1.5220114  -2.7383637
  2.0522223 ]"
612,They may reconsider their decision., Reconsideration of their decision is possible.,"[-0.01399076  4.1754875  -0.47352996 ... -0.80055743 -3.6923816
  3.3331792 ]","[-1.6026778e+00  1.1309432e+00 -4.1142944e-01 ... -9.4078636e-01
  1.7344819e-03  2.1522667e+00]"
613,We may need a new strategy., A different approach may be necessary.,"[-0.6539902   3.0524304  -0.19625506 ... -0.85485595 -3.3502223
  0.3458269 ]","[-0.02726555  1.9015129   0.6945485  ... -0.4604935  -1.7357051
  1.7198746 ]"
614,The weather may change unexpectedly., Unexpected weather changes are possible.,"[-1.1301041e-04  6.7466617e-02  8.1581426e-01 ... -2.2130940e+00
 -4.4296913e+00  1.8526179e+00]","[-1.5947443  -0.09866414  0.8007078  ... -1.3689384  -2.7142172
  1.3774403 ]"
615,It may be a perfect day for a picnic., The weather is ideal for a picnic.,"[-0.76199114 -2.912726    0.01359403 ... -0.12023611 -0.4364705
  2.350389  ]","[ 2.308981   -0.9158579   2.523685   ... -1.5237918   0.10620084
  2.3967803 ]"
616,He can learn a new language quickly., He is a quick learner of languages.,[1.9740267 7.344702  1.0027399 ... 0.1464157 0.5932094 2.683871 ],"[ 2.1670737   6.486712    1.1813611  ...  0.16978472 -0.04450461
  2.7133265 ]"
617,She may find a new job soon., She is actively searching for a new job.,"[ 2.9594524   3.9125707   1.7705479  ... -0.34598446 -2.8788893
  1.0065225 ]","[ 2.76477     4.6429358   1.7892448  ... -0.64796424 -1.7222977
  1.731797  ]"
618,They may want to celebrate., They might decide to celebrate.,"[-2.785495    5.721894   -0.16852947 ...  0.0310066  -2.201328
  2.8379328 ]","[-1.638225    4.1697936  -0.24202745 ...  0.2860122  -1.9780155
  2.832758  ]"
619,We may require more materials for the project., Additional materials might be needed for the project.,[-2.471002   2.7752018  1.2016697 ... -1.7138551 -3.13744    1.2980418],"[-0.2529623   2.0351076  -0.15863617 ... -1.18683    -0.5092018
  0.9892628 ]"
620,The flight may be delayed due to bad weather., Flight delays are possible due to inclement weather.,"[ 0.77645326  1.699819    0.84520113 ...  0.2764659  -5.997063
  1.3418994 ]","[ 0.02764378  0.32644576 -0.5730836  ... -2.2480009  -3.295388
  0.35284773]"
621,It may be a great opportunity., It could be a great opportunity.,"[-3.0590746   1.3226801  -0.11055411 ... -0.71231645 -0.37931868
  1.7526978 ]","[-0.60994303  3.7369254   0.9264101  ... -0.7337709   1.4830929
  1.6307963 ]"
622,He can handle stressful situations well., He manages stress effectively.,[-0.5256057  7.7068887  0.7787342 ... -0.6382285  1.2305559  3.7693546],"[-0.23559818  7.6731277   0.97764856 ... -0.80062497  0.41484064
  3.2666066 ]"
623,The cat may jump on the counter., The cat might jump on the counter.,"[ 4.449421    4.1524763   2.1216764  ... -0.18887581 -2.2305317
  4.392028  ]",[ 4.391303   3.9815073  1.7930403 ... -0.4588748 -1.1358044  4.3373594]
624,He can fix the broken toy., He should fix the broken toy.,"[ 3.571284    9.024606    1.3137766  ... -1.4965254   0.533438
  0.99342376]",[ 0.5282135  7.959712   0.8220001 ... -1.2368459  1.629942   0.6916615]
625,She may go to the library., She plans to go to the library.,"[ 1.3479689   4.1617093   4.348132   ... -0.21225484 -2.3943307
  3.834983  ]","[ 1.5238327   3.4636166   2.2773118  ... -0.27953732 -0.68828195
  3.6978364 ]"
626,They may arrive late., They could arrive late.,[-1.8638723  0.9708408  0.8574025 ... -1.180399  -3.6620622  3.3535774],"[-0.28473383  1.6619451   1.1243103  ... -1.2073305  -0.10624981
  3.4118247 ]"
627,We may order pizza., We are considering ordering pizza.,[-1.321122   2.0250735  1.2274759 ... -0.28047   -3.9723701  3.1743522],[-1.9095272  1.1655004  1.2176504 ... -0.8145337 -2.721449   2.8186195]
628,The dog may bark at the mailman., The dog is likely to bark at the mailman.,"[-0.15201554  5.4875674   0.01847323 ... -1.7095869  -0.6175984
  1.6933024 ]","[-0.6986673   5.1996794  -0.06510795 ... -1.3729848   0.98521477
  1.2705473 ]"
