,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
512,The prosecutor presented strong evidence.,The prosecutor presented strong evidence.,[1.5660118  4.354063   1.0534598  ... 0.23251317 1.8846292  3.9076319 ],[1.5660118  4.354063   1.0534598  ... 0.23251317 1.8846292  3.9076319 ]
513,He cross-examined the witness.,She cross-examined the witness.,"[-0.86394775  3.8057654   2.0740452  ...  0.06038922  0.58802235
  1.7426362 ]","[-0.6245391   3.2804675   2.500844   ...  0.16129893 -0.34107348
  1.4802856 ]"
514,The defense attorney made a closing argument.,The defense attorney made a closing argument.,"[ 0.60473305  3.5064979  -0.13213736 ... -0.4000897   3.097287
  0.9946535 ]","[ 0.60473305  3.5064979  -0.13213736 ... -0.4000897   3.097287
  0.9946535 ]"
515,He appealed the verdict.,She appealed the verdict.,"[ 0.90414655  5.756429    0.8352677  ... -1.5055915  -1.6672628
  2.6026134 ]",[ 0.8628313  5.4583592  1.1678892 ... -1.3383188 -2.029235   2.2578537]
516,The appellate court reviewed the case.,The appellate court reviewed the case.,"[ 2.554559    0.14894985  1.7644941  ... -0.9642571   0.5025397
  2.122987  ]","[ 2.554559    0.14894985  1.7644941  ... -0.9642571   0.5025397
  2.122987  ]"
517,The justice system upheld the law.,The justice system upheld the law.,"[ 1.2008122e-03  7.0247874e+00  7.6157600e-01 ... -1.1371340e+00
  1.7055067e+00  3.4081309e+00]","[ 1.2008122e-03  7.0247874e+00  7.6157600e-01 ... -1.1371340e+00
  1.7055067e+00  3.4081309e+00]"
518,He served his sentence.,She served her sentence.,"[-1.2266335   7.1211424   2.3554466  ... -2.2524314   0.12407603
  2.228256  ]","[-0.9208412   5.732879    2.4657044  ... -0.79360926 -1.4321239
  2.7683644 ]"
519,The parole board reviewed his application.,The parole board reviewed her application.,[ 2.5894063  2.4213138  0.5468488 ... -1.1310929  0.8192784  1.7212868],"[ 2.6917367   1.7600771   0.71395856 ... -1.3695872   0.35971746
  1.9241129 ]"
520,The prisoner was released.,The prisoner was released.,[ 1.4297014  6.617842   1.342746  ... -2.085313   2.3917682  1.2666587],[ 1.4297014  6.617842   1.342746  ... -2.085313   2.3917682  1.2666587]
521,He reintegrated into society.,She reintegrated into society.,"[ 0.31913134  5.0464745   1.9441835  ... -0.40211394  1.516539
  1.7496017 ]",[0.85749334 4.1764636  2.30284    ... 0.05823517 0.24859823 1.3328968 ]
522,The social worker assisted the former inmate.,The social worker assisted the former inmate.,"[ 2.8437777   4.148156    1.4990124  ... -0.63614666  0.70378715
  2.8287356 ]","[ 2.8437777   4.148156    1.4990124  ... -0.63614666  0.70378715
  2.8287356 ]"
523,The artist created a masterpiece.,The artist created a masterpiece.,"[-0.9275653   0.33684435  0.45776248 ... -0.80009013  0.86167604
  2.1318097 ]","[-0.9275653   0.33684435  0.45776248 ... -0.80009013  0.86167604
  2.1318097 ]"
524,He sculpted a stunning figure.,She sculpted a stunning figure.,[-1.7389575  1.6435575  0.6531199 ... -2.329386   2.2252843  2.5767217],"[-0.9076738   0.88684046  1.2546388  ... -2.3882618   0.19491467
  2.4395297 ]"
525,The painter used vibrant colors.,The painter used vibrant colors.,"[ 1.5226206e-03  6.0753155e-01  2.9054554e+00 ... -1.5517203e+00
 -2.7242539e+00 -1.0384274e+00]","[ 1.5226206e-03  6.0753155e-01  2.9054554e+00 ... -1.5517203e+00
 -2.7242539e+00 -1.0384274e+00]"
526,He captured the essence of the subject.,She captured the essence of the subject.,"[-1.7888001   3.8070776   0.15279895 ...  0.5764362  -1.1309369
  3.9180913 ]","[-1.2536507   2.7768269   0.5421041  ...  0.73790616 -2.545085
  3.9143014 ]"
527,The photographer took a breathtaking photo.,The photographer took a breathtaking photo.,"[-2.0825     -1.585516   -0.33111233 ... -0.6377436   0.8509723
  2.4437277 ]","[-2.0825     -1.585516   -0.33111233 ... -0.6377436   0.8509723
  2.4437277 ]"
528,He composed a beautiful symphony.,She composed a beautiful symphony.,[ 1.4816846  2.7265418  2.3529427 ... -4.9130206  0.884808   1.4132131],[ 1.8573562  2.207958   2.0221207 ... -4.3124857 -0.5618021  1.5554006]
529,The musician performed flawlessly.,The musician performed flawlessly.,"[ 0.19656157  3.2078369  -1.1735736  ... -3.114357    1.2627136
  1.839008  ]","[ 0.19656157  3.2078369  -1.1735736  ... -3.114357    1.2627136
  1.839008  ]"
530,He conducted the orchestra with precision.,She conducted the orchestra with precision.,"[-1.4901106   4.433662    0.24527004 ... -0.58062154  0.9417743
  1.725341  ]","[-0.6575583   3.9032397   0.5054398  ... -0.03606011 -0.9676672
  2.217036  ]"
531,The singer's voice filled the hall.,The singer's voice filled the hall.,"[ 0.01048657  1.7016177   0.23748294 ...  2.0969055  -0.03558397
  1.8003073 ]","[ 0.01048657  1.7016177   0.23748294 ...  2.0969055  -0.03558397
  1.8003073 ]"
532,He wrote a moving poem.,She wrote a moving poem.,"[ 0.05437998  2.7984002   0.49247208 ... -3.3210478   0.99413735
  1.0901986 ]","[ 0.48529342  1.5713406   0.9920633  ... -2.8446846  -0.8851101
  1.6838412 ]"
533,The poet expressed deep emotion.,The poet expressed deep emotion.,"[ 0.89343053  3.3786545   3.0714386  ... -0.6324484  -0.8718466
  1.5208292 ]","[ 0.89343053  3.3786545   3.0714386  ... -0.6324484  -0.8718466
  1.5208292 ]"
534,He wrote a powerful novel.,She wrote a powerful novel.,"[-1.4762821   4.077458    0.13281631 ... -2.1098406   1.5327802
  2.0558364 ]","[-0.9406639   3.0724914   1.0514817  ... -1.8312435  -0.21492113
  2.5740385 ]"
535,The author created compelling characters.,The author created compelling characters.,"[ 1.0962085   0.70613796  0.7322362  ... -0.61763054  1.4551883
  1.3146127 ]","[ 1.0962085   0.70613796  0.7322362  ... -0.61763054  1.4551883
  1.3146127 ]"
536,He developed a unique plot.,She developed a unique plot.,"[ 1.176977    1.3510488  -0.50859916 ... -1.06546    -0.35189354
 -0.06229709]","[ 1.026239    0.5268571  -0.2087831  ... -0.80914664 -1.9192289
  0.3204541 ]"
537,The editor polished the manuscript.,The editor polished the manuscript.,"[ 1.7287377   1.6674572   1.0603627  ... -0.95720005  0.52597934
  2.5827196 ]","[ 1.7287377   1.6674572   1.0603627  ... -0.95720005  0.52597934
  2.5827196 ]"
538,The publisher marketed the book aggressively.,The publisher marketed the book aggressively.,"[-1.4146177  -0.25462484  0.30574068 ... -1.4916632  -0.33333015
  3.5362747 ]","[-1.4146177  -0.25462484  0.30574068 ... -1.4916632  -0.33333015
  3.5362747 ]"
539,He sold millions of copies.,She sold millions of copies.,[-2.1163042  5.038222   1.5574898 ... -2.669715  -0.1844184  3.098148 ],[-2.2672386  3.8218384  2.1053412 ... -2.3818426 -2.2774584  3.3901937]
540,The author received critical acclaim.,The author received critical acclaim.,"[ 2.0907514   4.5510526  -0.3179935  ... -0.25960103  3.168457
  1.7686486 ]","[ 2.0907514   4.5510526  -0.3179935  ... -0.25960103  3.168457
  1.7686486 ]"
541,He won numerous awards.,She won numerous awards.,"[ 3.1983886   5.946377   -1.1414165  ...  0.01755712  2.0296032
  4.2973275 ]","[ 3.7313247   4.510686   -0.09831513 ...  0.8036572   0.05979465
  4.3534975 ]"
542,The critic praised the work's originality.,The critic praised the work's originality.,"[ 2.8553925   0.63394475  0.8464563  ... -1.1404884  -0.87065953
  1.1625832 ]","[ 2.8553925   0.63394475  0.8464563  ... -1.1404884  -0.87065953
  1.1625832 ]"
543,The reader found the story captivating.,The reader found the story captivating.,[ 1.6012393  1.1314265  0.4705318 ... -1.6470318  1.8141692  2.1230023],[ 1.6012393  1.1314265  0.4705318 ... -1.6470318  1.8141692  2.1230023]
544,He recommended the book to his friends.,She recommended the book to her friends.,"[ 0.03770584  5.5799465   2.066426   ... -0.12760633  4.115736
  3.7381806 ]",[0.8068328  4.4329805  2.4395142  ... 0.16771547 2.3667152  4.197946  ]
545,The book club discussed the themes.,The book club discussed the themes.,"[ 0.27013138 -5.3841324   0.71942997 ... -1.354976   -1.9217718
  2.6728227 ]","[ 0.27013138 -5.3841324   0.71942997 ... -1.354976   -1.9217718
  2.6728227 ]"
546,He adapted his novel into a screenplay.,She adapted her novel into a screenplay.,"[-1.0600793   1.9693851   0.01458414 ... -1.8216017  -0.54622394
  2.2900374 ]","[-0.6771069   1.4906871   0.42332882 ... -1.7574131  -2.0780816
  2.436776  ]"
547,The director brought the story to life.,The director brought the story to life.,"[-2.7882302   2.6641579   0.60558116 ...  0.43631458  0.653322
  2.5638657 ]","[-2.7882302   2.6641579   0.60558116 ...  0.43631458  0.653322
  2.5638657 ]"
548,He filmed scenes on location.,She filmed scenes on location.,"[-2.356806   -2.142444    0.46037498 ...  0.02520132  0.5336188
  3.4692497 ]","[-1.7295513  -2.7358487   0.6915819  ...  0.49297354 -1.0050396
  3.663285  ]"
549,The actors delivered compelling performances.,The actors delivered compelling performances.,"[-1.2994198   1.0402756   0.20206626 ...  1.2919372  -0.7417817
  3.505864  ]","[-1.2994198   1.0402756   0.20206626 ...  1.2919372  -0.7417817
  3.505864  ]"
550,The producer managed the project effectively.,The producer managed the project effectively.,"[ 1.0111431   2.1998327  -0.25156575 ... -1.1928865   0.9017555
  2.3736725 ]","[ 1.0111431   2.1998327  -0.25156575 ... -1.1928865   0.9017555
  2.3736725 ]"
551,The crew worked tirelessly.,The crew worked tirelessly.,"[ 0.02699673 -0.43554044  2.052072   ... -0.1701299  -1.6916307
  3.2270684 ]","[ 0.02699673 -0.43554044  2.052072   ... -0.1701299  -1.6916307
  3.2270684 ]"
552,He edited the film meticulously.,She edited the film meticulously.,"[ 0.91851264  1.3819798   0.7651706  ... -0.6226791   0.8645956
  1.825679  ]","[ 1.4890414   0.39337015  1.3304647  ... -0.2246126  -0.70569927
  1.7981659 ]"
553,The composer scored the film beautifully.,The composer scored the film beautifully.,"[ 0.05955628  2.8404477   0.7047286  ... -2.5033062   1.7451718
  2.4653523 ]","[ 0.05955628  2.8404477   0.7047286  ... -2.5033062   1.7451718
  2.4653523 ]"
554,The sound engineer mixed the audio expertly.,The sound engineer mixed the audio expertly.,"[-1.9616432   3.0592413   1.7231845  ...  0.77365243  1.3117768
  2.0630774 ]","[-1.9616432   3.0592413   1.7231845  ...  0.77365243  1.3117768
  2.0630774 ]"
555,He created special effects.,She created special effects.,"[-0.68821084  3.4292655   1.1450142  ... -0.20650573  0.93971956
  2.3999903 ]","[-0.40621203  2.6092877   1.4231786  ...  0.0844655  -0.43630022
  2.8051853 ]"
556,The visual effects artist enhanced the scenes.,The visual effects artist enhanced the scenes.,"[-1.4435991  -0.74671173  2.2273955  ... -1.0922337   0.10732181
  1.96824   ]","[-1.4435991  -0.74671173  2.2273955  ... -1.0922337   0.10732181
  1.96824   ]"
557,He designed the costumes.,She designed the costumes.,"[-1.0339233   2.7430577  -0.96674424 ... -1.4664819  -0.89791524
  1.7258934 ]","[ 0.04776744  1.1365304  -0.40848798 ... -1.5879824  -2.6940465
  1.9991968 ]"
558,The costume designer created stunning outfits.,The costume designer created stunning outfits.,"[ 1.2160844  -1.0679079  -0.20195499 ... -0.934677    0.39739862
  1.4368793 ]","[ 1.2160844  -1.0679079  -0.20195499 ... -0.934677    0.39739862
  1.4368793 ]"
559,He set designed the stage.,She set designed the stage.,"[-0.64724284  1.2537327  -1.0290843  ...  0.37308815  1.229693
  0.5686863 ]","[-0.32892182  0.3212168  -0.5937966  ...  0.63485265 -0.5326354
  0.9635648 ]"
560,The set designer created an immersive environment.,The set designer created an immersive environment.,"[ 0.58871543 -3.6507053  -0.6269303  ... -1.3617337  -0.11270761
  1.0105486 ]","[ 0.58871543 -3.6507053  -0.6269303  ... -1.3617337  -0.11270761
  1.0105486 ]"
561,He choreographed the dance sequences.,She choreographed the dance sequences.,"[-0.0084422  -0.55075055  0.9877582  ...  1.8133024   0.3871129
  3.6937468 ]","[-0.01427741 -0.8682905   1.088059   ...  2.1742206  -0.31076008
  3.7933066 ]"
562,The choreographer created graceful movements.,The choreographer created graceful movements.,[1.4417408  0.10238566 1.1969081  ... 0.9009178  0.75590813 1.5388739 ],[1.4417408  0.10238566 1.1969081  ... 0.9009178  0.75590813 1.5388739 ]
563,The dancers performed with passion.,The dancers performed with passion.,"[-1.5527669   1.7149531  -1.939331   ...  0.79017264 -3.702566
  2.739185  ]","[-1.5527669   1.7149531  -1.939331   ...  0.79017264 -3.702566
  2.739185  ]"
564,He created the lighting design.,She created the lighting design.,"[-1.2258309   1.5786762  -0.7934313  ... -0.8443368  -0.10671639
  1.0323995 ]","[-1.0033249   0.41462144 -0.16269644 ... -0.8298354  -1.5150334
  1.2330904 ]"
565,The lighting designer enhanced the atmosphere.,The lighting design enhanced the atmosphere.,"[-1.005253   -1.1788185  -0.18324007 ... -0.04623328 -2.1879566
  0.67890656]","[-2.2796047  -2.7154896   0.27375373 ... -1.1044781  -1.5965213
  0.85841984]"
566,The audience applauded the performance.,The audience applauded the performance.,"[ 0.8132363   3.5435674  -1.4394625  ... -1.0967175  -0.26187822
  3.7592795 ]","[ 0.8132363   3.5435674  -1.4394625  ... -1.0967175  -0.26187822
  3.7592795 ]"
567,He received a standing ovation.,She received a standing ovation.,"[ 0.0666525   6.0398874  -0.8818484  ... -0.25732714  3.269678
  3.3459554 ]","[ 0.18551055  5.408651   -0.3015534  ...  0.19279213  1.8198671
  3.7513874 ]"
568,The critics praised the production.,The critics praised the production.,"[ 1.0823488   0.7400885  -1.0611377  ... -0.18202431 -0.10628617
  3.7151415 ]","[ 1.0823488   0.7400885  -1.0611377  ... -0.18202431 -0.10628617
  3.7151415 ]"
569,He won numerous awards.,She won numerous awards.,"[ 3.1983886   5.946377   -1.1414165  ...  0.01755712  2.0296032
  4.2973275 ]","[ 3.7313247   4.510686   -0.09831513 ...  0.8036572   0.05979465
  4.3534975 ]"
570,The theatre company celebrated its success.,The theatre company celebrated its success.,"[ 0.87822574 -2.5174153   0.37899017 ... -1.568331   -4.698216
  4.6677465 ]","[ 0.87822574 -2.5174153   0.37899017 ... -1.568331   -4.698216
  4.6677465 ]"
571,He toured the country with his play.,She toured the country with her play.,"[ 0.53154176  1.5423573   1.4488784  ... -0.7191257   0.6005215
  1.8148168 ]","[ 0.99338984  0.35990444  1.5321817  ... -0.16192946 -1.0376829
  1.9010608 ]"
572,The playwright wrote a new script.,The playwright wrote a new script.,"[ 0.28470787  2.2354422   0.44966236 ... -2.9756925   0.07896607
  0.9846071 ]","[ 0.28470787  2.2354422   0.44966236 ... -2.9756925   0.07896607
  0.9846071 ]"
573,He directed the play effectively.,She directed the play effectively.,"[ 0.03694963  3.03411     0.9687101  ... -0.7341289   1.2982696
  3.5320663 ]","[ 0.8027366   2.4384089   1.6491982  ... -0.46734503 -0.3183102
  3.5327187 ]"
574,The actor delivered a memorable performance.,The actress delivered a memorable performance.,"[ 0.9733877   1.8152635  -0.00670588 ...  2.1741803   0.80625445
  3.329954  ]","[ 1.1418035   0.40195563  0.73490715 ...  1.7137233  -1.485419
  4.05777   ]"
575,He captivated the audience.,She captivated the audience.,"[-1.3245405   4.066162    1.0661598  ...  1.2173156   0.46979952
  4.8510327 ]","[-0.8224082   3.4832952   1.3508769  ...  1.6113402  -0.27120155
  4.6152844 ]"
576,The reviewer gave a glowing critique.,The reviewer gave a glowing critique.,"[ 3.1080925   0.42295456  1.2305175  ... -2.2962325   2.6940598
  2.1530213 ]","[ 3.1080925   0.42295456  1.2305175  ... -2.2962325   2.6940598
  2.1530213 ]"
577,He promoted the play extensively.,She promoted the play extensively.,"[ 0.94624543  3.2270756   1.0966235  ... -0.7807293   1.0278307
  1.7629281 ]",[ 1.0670246  2.1411142  1.5136461 ... -0.6207885 -1.1625427  2.1823266]
578,The marketing team designed effective advertising campaigns.,The marketing team designed effective advertising campaigns.,"[-0.61230195 -0.35661864 -0.06678873 ... -2.413396   -2.10209
  1.7275969 ]","[-0.61230195 -0.35661864 -0.06678873 ... -2.413396   -2.10209
  1.7275969 ]"
579,He sold many tickets.,She sold many tickets.,[-1.2996029  4.037986   3.1543708 ... -2.3609595 -1.2117915  4.209964 ],[-0.9067195  2.1655526  3.5499222 ... -1.8534985 -4.073639   4.3457365]
580,The box office manager tallied the sales.,The box office manager tallied the sales.,[ 2.5516481 -4.834654   2.3984208 ...  0.4432177 -1.9002936  3.5528407],[ 2.5516481 -4.834654   2.3984208 ...  0.4432177 -1.9002936  3.5528407]
581,He created stunning stage effects.,She created stunning stage effects.,"[-2.5372941   2.357757   -0.24514109 ...  0.706304    1.2401854
  2.902591  ]","[-1.5504012   1.5600152   0.38200426 ...  0.8454885  -0.00542728
  3.2086074 ]"
582,The teacher explained the lesson clearly.,The teacher explained the lesson clearly.,[ 1.3744427  1.3729659  2.3260741 ... -2.3200939 -2.0081317  2.2675414],[ 1.3744427  1.3729659  2.3260741 ... -2.3200939 -2.0081317  2.2675414]
583,He answered the students' questions patiently.,She answered the students' questions patiently.,[-0.6524867  5.236638  -0.479962  ... -1.5489461 -0.8709229  2.0191967],"[-0.66195697  4.7004075  -0.10455745 ... -1.4476019  -2.2850509
  2.2677867 ]"
584,The principal addressed the parents.,The principal addressed the parents.,"[-2.0603807   2.1461477  -1.213835   ...  0.15739386 -1.1636397
  2.5790799 ]","[-2.0603807   2.1461477  -1.213835   ...  0.15739386 -1.1636397
  2.5790799 ]"
585,He organized a school event.,She organized a school event.,[ 0.801408  -1.1768099  2.5669537 ... -1.7661767 -2.4396708  3.0667887],[ 1.5025011 -2.5692132  2.5799477 ... -1.1472697 -3.88649    3.3411925]
586,The counselor provided guidance.,The counselor provided guidance.,[ 1.4717475  3.163927   0.9367876 ... -1.7375691  3.4994347  1.2167623],[ 1.4717475  3.163927   0.9367876 ... -1.7375691  3.4994347  1.2167623]
587,The librarian assisted the students.,The librarian assisted the students.,"[-0.05890806  4.550673    1.9924068  ... -0.7708349  -0.18443084
  4.565411  ]","[-0.05890806  4.550673    1.9924068  ... -0.7708349  -0.18443084
  4.565411  ]"
588,He read a story to the children.,She read a story to the children.,"[-2.7405536   2.8949819   0.65554816 ...  0.03800419  0.6530095
  3.5873454 ]","[-1.914814    1.9695423   1.0712253  ...  0.17945255 -0.65814555
  3.8174765 ]"
589,The student completed their assignment.,The student completed their assignment.,"[ 0.10502543  2.3424032   0.8327329  ... -0.7867171  -1.2067174
  2.880946  ]","[ 0.10502543  2.3424032   0.8327329  ... -0.7867171  -1.2067174
  2.880946  ]"
590,He studied diligently for the exam.,She studied diligently for the exam.,"[-1.795704    4.8588595   0.83401203 ... -1.667721    0.06204524
  3.0614083 ]",[-1.4988252  4.473533   1.8436095 ... -1.2118465 -1.6101897  3.4813707]
591,The tutor helped the student.,The tutor helped the student.,"[ 1.5791196   5.4877496   1.0066239  ... -1.2125119   0.45012525
  3.6423252 ]","[ 1.5791196   5.4877496   1.0066239  ... -1.2125119   0.45012525
  3.6423252 ]"
592,He received high marks.,She received high marks.,"[ 0.5690076   7.7724504   0.94047606 ... -1.1880156   2.8723333
  3.0125594 ]","[ 1.1041063   7.1684065   1.7276449  ... -0.81892693  1.6012369
  3.3095412 ]"
593,The professor gave a lecture.,The professor gave a lecture.,"[-0.7405637   1.9866921  -0.01209207 ... -1.7792587   2.2357347
  2.911246  ]","[-0.7405637   1.9866921  -0.01209207 ... -1.7792587   2.2357347
  2.911246  ]"
594,The researcher conducted experiments.,The researcher conducted experiments.,[ 2.5150325  0.9449611  1.6950562 ... -0.7421865 -1.65181    1.2325239],[ 2.5150325  0.9449611  1.6950562 ... -0.7421865 -1.65181    1.2325239]
595,He analyzed the results.,She analyzed the results.,[ 0.3043912  2.083598   1.0563976 ... -0.7983576 -1.2480289  4.0336747],"[ 0.4648381   1.5968292   1.1910431  ... -0.57168037 -1.9572103
  3.7104096 ]"
596,The scientist made a breakthrough discovery.,The scientist made a breakthrough discovery.,"[ 0.9582919   5.0739245  -0.5309028  ... -1.6358768   0.10059155
 -0.17408426]","[ 0.9582919   5.0739245  -0.5309028  ... -1.6358768   0.10059155
 -0.17408426]"
597,He published his findings in a journal.,She published her findings in a journal.,"[-0.78170395  3.0772634  -0.41584173 ... -1.8066504  -0.07425377
  1.9691386 ]","[ 0.01785225  1.8157921  -0.27909476 ... -1.5264173  -1.9918152
  2.6513972 ]"
598,The doctor examined the patient.,The doctor examined the patient.,"[ 1.756951    4.619448    3.1934779  ... -0.87495536  0.58114976
  1.0775653 ]","[ 1.756951    4.619448    3.1934779  ... -0.87495536  0.58114976
  1.0775653 ]"
599,He diagnosed the illness accurately.,She diagnosed the illness accurately.,"[ 0.61262995  5.9802423   1.3781079  ... -0.01040785  0.39782965
  3.121988  ]","[ 0.9480713   5.1076684   1.5097708  ... -0.01720549 -0.5676524
  3.1781895 ]"
600,The nurse provided compassionate care.,The nurse provided compassionate care.,"[ 3.5083091   6.0231385   2.0707996  ... -0.19936533  1.9137169
  0.68112564]","[ 3.5083091   6.0231385   2.0707996  ... -0.19936533  1.9137169
  0.68112564]"
601,He administered the medication.,She administered the medication.,[1.0746658  9.828253   1.062928   ... 0.44677696 2.902779   2.03756   ],[1.7819138 9.104435  1.0405904 ... 0.3817262 1.5248278 2.1206431]
602,The therapist helped the patient cope.,The therapist helped the patient cope.,[ 3.3161452  7.629272   0.2852294 ... -0.5904827  3.5984223  1.415786 ],[ 3.3161452  7.629272   0.2852294 ... -0.5904827  3.5984223  1.415786 ]
603,He provided emotional support.,She provided emotional support.,"[ 0.24376678  6.769719    2.382073   ... -1.0009934   2.8805304
  1.2629865 ]","[ 0.40550798  6.2428584   2.960343   ... -0.9419505   1.5274487
  1.4069219 ]"
604,The social worker assisted the family.,The social worker assisted the family.,[3.3318164 3.1717453 1.1285243 ... 0.5329625 0.5432641 2.6409647],[3.3318164 3.1717453 1.1285243 ... 0.5329625 0.5432641 2.6409647]
605,He advocated for his client’s rights.,She advocated for her client’s rights.,"[-0.06482747  8.687932   -0.28633326 ... -1.4101161   0.8265788
  3.1952646 ]","[ 0.54267925  8.212467   -0.03056479 ... -1.1403135  -0.97539836
  3.6076722 ]"
606,The lawyer presented a strong case.,The lawyer presented a strong case.,"[-0.48090127  4.1512194   1.9279474  ... -1.6939049   1.3103231
  1.9287192 ]","[-0.48090127  4.1512194   1.9279474  ... -1.6939049   1.3103231
  1.9287192 ]"
607,The judge ruled fairly.,The judge ruled fairly.,"[ 1.6024021   4.5488496   0.5364587  ... -0.23544106  1.8216312
  3.7306335 ]","[ 1.6024021   4.5488496   0.5364587  ... -0.23544106  1.8216312
  3.7306335 ]"
608,He ensured justice was served.,She ensured justice was served.,"[-0.11366451 10.06458     1.2378899  ... -0.27833024  2.218376
  2.731412  ]",[0.17806862 9.550658   1.4152066  ... 0.08460466 0.72870857 2.5758228 ]
609,The jury reached a verdict.,The jury reached a verdict.,"[-2.0133574   2.8598416   0.90370077 ...  2.373922   -0.16903408
  4.800243  ]","[-2.0133574   2.8598416   0.90370077 ...  2.373922   -0.16903408
  4.800243  ]"
610,The police officer investigated the crime.,The police officer investigated the crime.,"[ 2.4134774   3.8291779   0.92300063 ... -1.1068479  -2.0437582
  1.8822558 ]","[ 2.4134774   3.8291779   0.92300063 ... -1.1068479  -2.0437582
  1.8822558 ]"
611,He apprehended the suspect.,She apprehended the suspect.,[ 1.4176941  5.9423842  1.2956791 ... -0.5635455  2.3683589  2.7389908],"[ 1.5233847   4.8099127   1.2297881  ... -0.1053103   0.98590845
  2.3975537 ]"
612,The detective solved the mystery.,The detective solved the mystery.,[4.246586   3.1086667  1.2001005  ... 0.6750815  0.24502392 1.9147121 ],[4.246586   3.1086667  1.2001005  ... 0.6750815  0.24502392 1.9147121 ]
613,The firefighter extinguished the blaze.,The firefighter extinguished the blaze.,"[ 1.7837554   7.141304    2.1123188  ...  0.26634702 -0.8395478
  2.9525087 ]","[ 1.7837554   7.141304    2.1123188  ...  0.26634702 -0.8395478
  2.9525087 ]"
614,He rescued the victims.,She rescued the victims.,"[ 1.5521591e+00  9.7549114e+00  5.8080602e-01 ... -5.7037235e-03
  1.3980957e+00  2.3684537e+00]",[1.8791611 8.925352  0.4946308 ... 0.2862697 0.5003565 2.2209067]
615,The paramedic provided emergency aid.,The paramedic provided emergency aid.,[ 4.3835692  6.060502   1.064327  ... -2.2910724  1.5328844  1.4119381],[ 4.3835692  6.060502   1.064327  ... -2.2910724  1.5328844  1.4119381]
616,He saved a life.,She saved a life.,[2.2274432  9.825771   1.3215618  ... 0.43514067 1.0831407  2.4521203 ],"[ 2.6531498   8.904258    1.5591526  ...  1.037679   -0.23161988
  2.6064167 ]"
617,The hero was celebrated.,The heroine was celebrated.,"[ 2.7479312   6.372294    0.05871103 ... -0.9500319  -1.381001
  2.2106676 ]",[ 1.4976158  3.3112507  0.5254494 ... -1.0335706 -2.530815   3.0683594]
618,The community expressed gratitude.,The community expressed gratitude.,[ 2.3706536  3.109148   0.9038882 ... -0.679858  -1.4675657  2.1294694],[ 2.3706536  3.109148   0.9038882 ... -0.679858  -1.4675657  2.1294694]
619,He donated to charity.,She donated to charity.,"[ 0.92223203  8.801318    1.2215335  ... -1.0876739  -0.7142798
  2.9853334 ]","[ 1.6384332   8.303008    1.551905   ... -0.50829774 -2.837515
  3.0927913 ]"
620,The philanthropist supported a worthy cause.,The philanthropist supported a worthy cause.,[ 2.737167   4.0105095  0.548784  ... -1.6056671 -2.532675   1.016793 ],[ 2.737167   4.0105095  0.548784  ... -1.6056671 -2.532675   1.016793 ]
621,The volunteer helped the homeless.,The volunteer helped the homeless.,[ 4.301465   6.847467   3.0370538 ... -1.2047349 -0.9002736  2.3832781],[ 4.301465   6.847467   3.0370538 ... -1.2047349 -0.9002736  2.3832781]
622,He served food to the needy.,She served food to the needy.,"[-1.2947618   6.3338876   2.6329427  ... -1.7908493   0.33919215
  3.1149218 ]","[-0.64260465  5.207112    2.9654965  ... -1.2605283  -1.331695
  3.321057  ]"
623,The activist championed human rights.,The activist championed human rights.,[ 0.8380893  5.960569   2.4991443 ... -1.3494347 -3.5249593  4.031291 ],[ 0.8380893  5.960569   2.4991443 ... -1.3494347 -3.5249593  4.031291 ]
624,He organized a protest march.,She organized a protest march.,[ 1.9861959  1.98498    2.853035  ... -1.0819468 -2.4982114  3.5605717],"[ 2.4621737   0.8907576   3.019392   ... -0.61889625 -4.032047
  3.7468035 ]"
625,The leader inspired others to act.,The leader inspired others to act.,"[ 0.8738718   8.070883   -0.6127835  ...  0.08306324 -0.49564227
  0.7622774 ]","[ 0.8738718   8.070883   -0.6127835  ...  0.08306324 -0.49564227
  0.7622774 ]"
626,He spoke out against injustice.,She spoke out against injustice.,"[-2.1317453   8.858106   -0.07087093 ... -1.385109   -2.407175
  3.2883613 ]",[-2.0215163  7.9124923  0.5087851 ... -1.014993  -4.3853827  4.130397 ]
627,The advocate fought for equality.,The advocate fought for equality.,"[-0.82575303  8.808829    1.7660327  ... -1.9030704  -0.5630296
  3.2472992 ]","[-0.82575303  8.808829    1.7660327  ... -1.9030704  -0.5630296
  3.2472992 ]"
628,The politician proposed a new law.,The politician proposed a new law.,"[ 0.5326711   5.455436    0.21768114 ... -1.2406017   0.7582362
  0.01994821]","[ 0.5326711   5.455436    0.21768114 ... -1.2406017   0.7582362
  0.01994821]"
629,He debated the issue passionately.,She debated the issue passionately.,[-2.1095016  2.126831   1.2761    ... -2.5011046 -2.7620575  4.5569606],[-2.2022974  1.6091071  1.1845675 ... -2.4512212 -3.086859   4.60376  ]
630,The voters cast their ballots.,The voters cast their ballots.,"[-1.4970646   4.0850825   0.377125   ... -2.1467488  -0.03539161
  2.3154948 ]","[-1.4970646   4.0850825   0.377125   ... -2.1467488  -0.03539161
  2.3154948 ]"
